spatial_resolution [arcsec],integration_time [s],velocity_resolution [Km/s],J2000 coordinates,frequency_resolution [MHz]
3.3161298778367407,42.336,1.0043234240068533,J2000 13h10m52.32s -61d51m24.12s,0.294
3.3161298778367407,42.336,1.0043234240068533,J2000 13h10m52.32s -61d51m24.12s,0.294
3.3161298778367407,42.336,1.0043234240068533,J2000 13h10m52.32s -61d51m24.12s,0.294
3.280829172070784,42.336,1.0043234240068533,J2000 13h16m21.432s -60d43m13.8s,0.294
3.280829172070784,42.336,1.0043234240068533,J2000 13h16m21.432s -60d43m13.8s,0.294
3.280829172070784,42.336,1.0043234240068533,J2000 13h16m21.432s -60d43m13.8s,0.294
0.6562596784940702,104.832,36.11989444319106,J2000 09h59m51.30999999s +02d52m48.86s,31.25
0.6562596784940702,104.832,36.11989444319106,J2000 09h59m51.30999999s +02d52m48.86s,31.25
0.6562596784940702,104.832,36.11989444319106,J2000 09h59m51.30999999s +02d52m48.86s,31.25
0.6505402720618856,104.832,36.11989444319106,J2000 09h58m39.25999999s +02d05m06.9s,31.25
0.6505402720618856,104.832,36.11989444319106,J2000 09h58m39.25999999s +02d05m06.9s,31.25
0.6528423410014681,104.832,36.11989444319106,J2000 10h01m32.15999999s +01d34m20.86s,31.25
0.6528423410014681,104.832,36.11989444319106,J2000 10h01m32.15999999s +01d34m20.86s,31.25
0.6528423410014681,104.832,36.11989444319106,J2000 10h01m32.15999999s +01d34m20.86s,31.25
0.6528423410014681,104.832,36.11989444319106,J2000 10h01m32.15999999s +01d34m20.86s,31.25
0.6508182001149392,104.832,36.11989444319106,J2000 10h01m40.19999999s +02d33m30.13s,31.25
0.6508182001149392,104.832,36.11989444319106,J2000 10h01m40.19999999s +02d33m30.13s,31.25
0.6508182001149392,104.832,36.11989444319106,J2000 10h01m40.19999999s +02d33m30.13s,31.25
0.6508182001149392,104.832,36.11989444319106,J2000 10h01m40.19999999s +02d33m30.13s,31.25
1.0343996316910438,200.052,39.01740881886594,J2000 05h46m38.33891957s -53d45m28.06425232s,31.25
5.177013855354965,75.6,38.87224355701299,J2000 22h00m06.19s +06d20m52.7s,31.25
5.177013855354965,75.6,38.87224355701299,J2000 22h00m06.19s +06d20m52.7s,31.25
5.177013855354965,75.6,38.87224355701299,J2000 22h00m06.19s +06d20m52.7s,31.25
5.5317215786424025,302.4,38.87224355701299,J2000 23h13m45.56s +17d49m48.3s,31.25
5.5317215786424025,302.4,38.87224355701299,J2000 23h13m45.56s +17d49m48.3s,31.25
5.5317215786424025,302.4,38.87224355701299,J2000 23h13m45.56s +17d49m48.3s,31.25
5.5317215786424025,302.4,38.87224355701299,J2000 23h13m45.56s +17d49m48.3s,31.25
0.6785240209340033,90.72,36.6781683898533,J2000 10h01m57.57000001s +01d52m05.05s,31.25
0.7064039796186425,96.768,39.793800280232134,J2000 09h59m57.96999999s +01d43m27.26s,31.25
0.7064039796186425,96.768,39.793800280232134,J2000 09h59m57.96999999s +01d43m27.26s,31.25
0.6858186428798203,90.72,36.6781683898533,J2000 10h00m16.54000001s +02d31m07.25s,31.25
0.7064039796186425,96.768,39.793800280232134,J2000 09h59m57.96999999s +01d43m27.26s,31.25
0.6858186428798203,90.72,36.6781683898533,J2000 10h00m16.54000001s +02d31m07.25s,31.25
0.7064039796186425,96.768,39.793800280232134,J2000 09h59m57.96999999s +01d43m27.26s,31.25
0.6858186428798203,90.72,36.6781683898533,J2000 10h00m16.54000001s +02d31m07.25s,31.25
0.7091306435318476,96.768,39.793800280232134,J2000 09h59m31.56999999s +02d19m05.02s,31.25
0.6858186428798203,90.72,36.6781683898533,J2000 10h00m16.54000001s +02d31m07.25s,31.25
3.0586039426862586,36.288,1.0043441392216936,J2000 16h27m18.024s -47d38m48.12s,0.294
3.0586039426862586,36.288,1.0043441392216936,J2000 16h27m18.024s -47d38m48.12s,0.294
3.0586039426862586,36.288,1.0043441392216936,J2000 16h27m18.024s -47d38m48.12s,0.294
3.0586039426862586,36.288,1.0043441392216936,J2000 16h27m18.024s -47d38m48.12s,0.294
3.075287197480676,36.288,1.0043441392216936,J2000 16h26m24.072s -48d38m35.16s,0.294
3.075287197480676,36.288,1.0043441392216936,J2000 16h26m24.072s -48d38m35.16s,0.294
3.075287197480676,36.288,1.0043441392216936,J2000 16h26m24.072s -48d38m35.16s,0.294
3.072735629395043,36.288,1.0043441392216936,J2000 16h27m58.584s -48d45m56.16s,0.294
0.2308947747892895,1391.04,0.14833316241662403,J2000 16h32m22.62s -24d28m32.40000004s,0.242
0.2308947747892895,1391.04,0.14833316241662403,J2000 16h32m22.62s -24d28m32.40000004s,0.242
5.208767707941297,44.352,38.87224355701299,J2000 01h03m42.7s +07d07m37s,31.25
5.208767707941297,44.352,38.87224355701299,J2000 01h03m42.7s +07d07m37s,31.25
5.208767707941297,44.352,38.87224355701299,J2000 01h03m42.7s +07d07m37s,31.25
5.208767707941297,44.352,38.87224355701299,J2000 01h03m42.7s +07d07m37s,31.25
0.2821971621975665,1602.72,0.18285140278599343,J2000 19h01m56.42000001s -36d57m28.40000005s,0.14100000000000001
0.2821971621975665,1602.72,0.18285140278599343,J2000 19h01m56.42000001s -36d57m28.40000005s,0.14100000000000001
5.700504397777591,7093.447,0.7400841752249157,J2000 12h39m55.81087719s +10d10m35.80057687s,31.25
0.2821971621975665,1602.72,0.18285140278599343,J2000 19h01m56.42000001s -36d57m28.40000005s,0.14100000000000001
5.177588475996421,6649.693,0.7374133617968942,J2000 11h15m27.06875416s +18d06m38.47962217s,31.25
0.7451784592771103,4052.16,0.19579876682353578,J2000 03h29m13.55s +31d13m58.11s,0.07
0.7451784592771103,4052.16,0.19579876682353578,J2000 03h29m13.55s +31d13m58.11s,0.07
0.7451784592771103,4052.16,0.19579876682353578,J2000 03h29m13.55s +31d13m58.11s,0.07
0.7451784592771103,4052.16,0.19579876682353578,J2000 03h29m13.55s +31d13m58.11s,0.07
0.7451784592771103,4052.16,0.19579876682353578,J2000 03h29m13.55s +31d13m58.11s,0.07
0.7451784592771103,4052.16,0.19579876682353578,J2000 03h29m13.55s +31d13m58.11s,0.07
0.7451784592771103,4052.16,0.19579876682353578,J2000 03h29m13.55s +31d13m58.11s,0.07
0.3286370598703366,1814.4,10.132721809626547,J2000 03h31m39.54432s -27d41m19.6512s,3.904
0.3286370598703366,1814.4,10.132721809626547,J2000 03h31m39.54432s -27d41m19.6512s,3.904
0.3286370598703366,1814.4,10.132721809626547,J2000 03h31m39.54432s -27d41m19.6512s,3.904
0.3286370598703366,1814.4,10.132721809626547,J2000 03h31m39.54432s -27d41m19.6512s,3.904
0.5743491779901183,90.72,0.8414335266924774,J2000 04h14m26.3112s +28d06m04.5s,0.976
0.2533505934295302,2056.32,13.352304207989468,J2000 15h34m57.1s +23d30m11s,31.25
0.5800467012194895,5201.28,0.1658261698108707,J2000 18h20m26.245s -16d12m09.677s,0.122
0.2533505934295302,2056.32,13.352304207989468,J2000 15h34m57.1s +23d30m11s,31.25
1.292922789360644,3024.0,2.8156514104814527,J2000 13h03m42.408s -24d14m44.16s,0.976
0.4396707501654518,1209.6,0.8185470355049784,J2000 05h35m16.3s -05d23m22.4s,0.976
0.4396707501654518,1209.6,0.8185470355049784,J2000 05h35m16.3s -05d23m22.4s,0.976
0.4396707501654518,1209.6,0.8185470355049784,J2000 05h35m16.3s -05d23m22.4s,0.976
0.4412153370193406,1209.6,0.8185470355049784,J2000 05h35m16.3s -05d23m22.4s,0.976
0.4412153370193406,1209.6,0.8185470355049784,J2000 05h35m16.3s -05d23m22.4s,0.976
0.4412153370193406,1209.6,0.8185470355049784,J2000 05h35m16.3s -05d23m22.4s,0.976
0.6731746845923702,544.32,1.2496771786923697,J2000 16h09m53.99s -39d23m27.9s,0.976
0.6731746845923702,544.32,1.2496771786923697,J2000 16h09m53.99s -39d23m27.9s,0.976
0.6142659961490918,544.32,1.2496771786923697,J2000 19h03m11.83s -37d09m02s,0.976
0.6142659961490918,544.32,1.2496771786923697,J2000 19h03m11.83s -37d09m02s,0.976
0.6426363747138505,725.76,1.2496771786923697,J2000 16h08m12.62s -39d08m33.5s,0.976
0.6426363747138505,725.76,1.2496771786923697,J2000 16h08m12.62s -39d08m33.5s,0.976
0.6805611745096092,544.32,1.2496771786923697,J2000 16h10m29.57s -39d22m14.7s,0.976
0.6805611745096092,544.32,1.2496771786923697,J2000 16h10m29.57s -39d22m14.7s,0.976
0.0994582523865724,169.344,26.806488764158104,J2000 11h36m31.86s +00d40m21.828s,31.25
0.0994582523865724,169.344,26.806488764158104,J2000 11h36m31.86s +00d40m21.828s,31.25
0.0994582523865724,169.344,26.806488764158104,J2000 11h36m31.86s +00d40m21.828s,31.25
0.0994582523865724,169.344,26.806488764158104,J2000 11h36m31.86s +00d40m21.828s,31.25
0.0977403030941871,169.344,26.806488764158104,J2000 11h39m01.0882s -02d14m11.634s,31.25
0.0977403030941871,169.344,26.806488764158104,J2000 11h39m01.0882s -02d14m11.634s,31.25
0.0977403030941871,169.344,26.806488764158104,J2000 11h39m01.0882s -02d14m11.634s,31.25
0.0977403030941871,169.344,26.806488764158104,J2000 11h39m01.0882s -02d14m11.634s,31.25
1.0601789045426302,5866.56,62.810264813658755,J2000 03h32m52.26s -27d35m26.30000001s,31.25
1.0601789045426302,5866.56,62.810264813658755,J2000 03h32m52.26s -27d35m26.30000001s,31.25
1.0601789045426302,5866.56,62.810264813658755,J2000 03h32m52.26s -27d35m26.30000001s,31.25
0.0237881271993862,8055.933,1.2781730949515695,J2000 04h33m48.73490095s +18d10m09.63257409s,31.25
0.6496170383480744,11249.28,1.4949598799581458,J2000 17h47m19.87000001s -28d22m16.00000003s,0.488
0.6496170383480744,11249.28,1.4949598799581458,J2000 17h47m19.87000001s -28d22m16.00000003s,0.488
0.1621081397587505,52.416,26.805294176996146,J2000 02h17m49.1527s -05d12m53.624s,31.25
0.1621081397587505,52.416,26.805294176996146,J2000 02h17m49.1527s -05d12m53.624s,31.25
0.1621081397587505,52.416,26.805294176996146,J2000 02h17m49.1527s -05d12m53.624s,31.25
