spatial_resolution [arcsec],integration_time [s],velocity_resolution [Km/s],ra [deg],dec [deg],bandwidth [MHz],frequency [GHz],pads,frequency_resolution [MHz],coords [J2000]
1.292922789360644,3024.0,2.8156514104814527,195.9267,-24.2456,1875.0,103.03859487061992,"['A003', 'A011', 'A025', 'A037', 'A045', 'A046', 'A053', 'A068', 'A069', 'A071', 'A072', 'A074', 'A075', 'A076', 'A077', 'A082', 'A137', 'A138']",0.976,J2000 13h03m42.408s -24d14m44.16s
0.6496170383480744,11249.28,1.4949598799581458,266.832791666705,-28.371111111119475,1875.0,86.85824529491967,"['A001', 'A002', 'A004', 'A006', 'A009', 'A015', 'A023', 'A034', 'A061', 'A064', 'A065', 'A068', 'A069', 'A070', 'A071', 'A072', 'A073', 'A074', 'A075', 'A076', 'A077', 'A078', 'A079', 'A080', 'A081', 'A084', 'A085', 'A086', 'A087', 'A088', 'A091', 'A092', 'A093', 'A095', 'A096', 'A097', 'A098', 'A099', 'A100', 'A101', 'A102', 'A103', 'A104', 'A134', 'A135', 'T701', 'T702', 'T703', 'T704']",0.488,J2000 17h47m19.87000001s -28d22m16.00000003s
0.6496170383480744,11249.28,1.4949598799581458,266.832791666705,-28.371111111119475,1875.0,97.03379445017148,"['A001', 'A002', 'A004', 'A006', 'A009', 'A015', 'A023', 'A034', 'A061', 'A064', 'A065', 'A068', 'A069', 'A070', 'A071', 'A072', 'A073', 'A074', 'A075', 'A076', 'A077', 'A078', 'A079', 'A080', 'A081', 'A084', 'A085', 'A086', 'A087', 'A088', 'A091', 'A092', 'A093', 'A095', 'A096', 'A097', 'A098', 'A099', 'A100', 'A101', 'A102', 'A103', 'A104', 'A134', 'A135', 'T701', 'T702', 'T703', 'T704']",0.488,J2000 17h47m19.87000001s -28d22m16.00000003s
0.7963101531995375,1481.76,7.631136636706384,141.885,20.0006,1875.0,304.2015988094256,"['A001', 'A002', 'A004', 'A010', 'A013', 'A015', 'A017', 'A021', 'A023', 'A026', 'A027', 'A029', 'A030', 'A031', 'A033', 'A034', 'A035', 'A036', 'A037', 'A038', 'A040', 'A042', 'A046', 'A058', 'A060', 'A062', 'A066', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A075', 'A137', 'T701', 'T703']",7.812,J2000 09h27m32.4s +20d00m02.16s
0.7963101531995375,1481.76,7.631136636706384,141.885,20.0006,1875.0,306.00160826983586,"['A001', 'A002', 'A004', 'A010', 'A013', 'A015', 'A017', 'A021', 'A023', 'A026', 'A027', 'A029', 'A030', 'A031', 'A033', 'A034', 'A035', 'A036', 'A037', 'A038', 'A040', 'A042', 'A046', 'A058', 'A060', 'A062', 'A066', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A075', 'A137', 'T701', 'T703']",7.812,J2000 09h27m32.4s +20d00m02.16s
0.5483738047059543,6078.24,0.1828330737243068,52.30645833332464,31.23280833333423,58.59375,218.2166860524553,"['A001', 'A001', 'A002', 'A002', 'A007', 'A007', 'A008', 'A008', 'A010', 'A010', 'A011', 'A015', 'A015', 'A016', 'A022', 'A022', 'A023', 'A023', 'A024', 'A024', 'A025', 'A025', 'A027', 'A033', 'A033', 'A034', 'A034', 'A035', 'A036', 'A036', 'A040', 'A040', 'A042', 'A042', 'A043', 'A043', 'A044', 'A045', 'A045', 'A047', 'A047', 'A048', 'A049', 'A050', 'A050', 'A058', 'A060', 'A060', 'A062', 'A062', 'A066', 'A066', 'A068', 'A068', 'A069', 'A069', 'A070', 'A070', 'A072', 'A072', 'A073', 'A073', 'A074', 'A075', 'A075', 'A076', 'A076', 'A082', 'A083', 'A083', 'A085', 'A085', 'A086', 'A086', 'A087', 'A087', 'A088', 'A088', 'A089', 'A089', 'A090', 'A090', 'A091', 'A091', 'A092', 'A092', 'A093', 'A093', 'A094', 'A094', 'T703']",0.14100000000000001,J2000 03h29m13.55s +31d13m58.11s
0.6823822390075149,1209.6,0.3867222417378552,278.560749999999,-9.309955555555565,117.1875,219.4952756657683,"['A001', 'A002', 'A004', 'A006', 'A008', 'A009', 'A010', 'A011', 'A014', 'A015', 'A019', 'A023', 'A027', 'A029', 'A030', 'A031', 'A033', 'A034', 'A036', 'A037', 'A038', 'A042', 'A046', 'A048', 'A052', 'A054', 'A060', 'A061', 'A062', 'A063', 'A064', 'A065', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A073', 'A074', 'A075', 'A076', 'A077', 'A078', 'A079', 'A080', 'T701', 'T702', 'T703']",0.5640000000000001,J2000 18h34m14.58s -09d18m35.84s
0.6975878807821378,1179.36,0.3867222417378552,281.29699999999883,-1.4677000000000011,2000.0,233.7509453828785,"['A001', 'A002', 'A004', 'A006', 'A008', 'A009', 'A010', 'A011', 'A014', 'A015', 'A019', 'A023', 'A027', 'A029', 'A030', 'A031', 'A033', 'A034', 'A036', 'A037', 'A038', 'A042', 'A046', 'A048', 'A052', 'A054', 'A060', 'A061', 'A062', 'A063', 'A064', 'A065', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A073', 'A074', 'A075', 'A076', 'A077', 'A078', 'A079', 'A080', 'T701', 'T702', 'T703']",0.5640000000000001,J2000 18h45m11.28s -01d28m03.72s
1.292922789360644,3024.0,2.8156514104814527,195.9267,-24.2456,1875.0,101.41363040809692,"['A003', 'A011', 'A025', 'A037', 'A045', 'A046', 'A053', 'A068', 'A069', 'A071', 'A072', 'A074', 'A075', 'A076', 'A077', 'A082', 'A137', 'A138']",0.976,J2000 13h03m42.408s -24d14m44.16s
1.292922789360644,3024.0,2.8156514104814527,195.9267,-24.2456,1875.0,89.49689102355126,"['A003', 'A011', 'A025', 'A037', 'A045', 'A046', 'A053', 'A068', 'A069', 'A071', 'A072', 'A074', 'A075', 'A076', 'A077', 'A082', 'A137', 'A138']",0.976,J2000 13h03m42.408s -24d14m44.16s
1.292922789360644,3024.0,2.8156514104814527,195.9267,-24.2456,1875.0,90.99685821972632,"['A003', 'A011', 'A025', 'A037', 'A045', 'A046', 'A053', 'A068', 'A069', 'A071', 'A072', 'A074', 'A075', 'A076', 'A077', 'A082', 'A137', 'A138']",0.976,J2000 13h03m42.408s -24d14m44.16s
0.7963101531995375,1481.76,7.631136636706384,141.885,20.0006,1875.0,292.2015357398242,"['A001', 'A002', 'A004', 'A010', 'A013', 'A015', 'A017', 'A021', 'A023', 'A026', 'A027', 'A029', 'A030', 'A031', 'A033', 'A034', 'A035', 'A036', 'A037', 'A038', 'A040', 'A042', 'A046', 'A058', 'A060', 'A062', 'A066', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A075', 'A137', 'T701', 'T703']",7.812,J2000 09h27m32.4s +20d00m02.16s
0.7963101531995375,1481.76,7.631136636706384,141.885,20.0006,1875.0,294.00154520023443,"['A001', 'A002', 'A004', 'A010', 'A013', 'A015', 'A017', 'A021', 'A023', 'A026', 'A027', 'A029', 'A030', 'A031', 'A033', 'A034', 'A035', 'A036', 'A037', 'A038', 'A040', 'A042', 'A046', 'A058', 'A060', 'A062', 'A066', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A075', 'A137', 'T701', 'T703']",7.812,J2000 09h27m32.4s +20d00m02.16s
