    um                erg/s/Hz
    9.238469e-04      8.302964e-35
    9.289664e-04      8.644826e-35
    9.341143e-04      9.000764e-35
    9.392907e-04      9.371357e-35
    9.444957e-04      9.757209e-35
    9.497297e-04      1.015895e-34
    9.549926e-04      1.057723e-34
    9.602847e-04      1.101273e-34
    9.656061e-04      1.146616e-34
    9.709570e-04      1.193826e-34
    9.763376e-04      1.242981e-34
    9.817479e-04      1.294158e-34
    9.871883e-04      1.347443e-34
    9.926588e-04      1.402922e-34
    9.981596e-04      1.460686e-34
    1.003691e-03      1.520827e-34
    1.009253e-03      1.583445e-34
    1.014846e-03      1.648641e-34
    1.020469e-03      1.716522e-34
    1.026124e-03      1.787197e-34
    1.031811e-03      1.860782e-34
    1.037528e-03      1.937397e-34
    1.043278e-03      2.017166e-34
    1.049059e-03      2.100220e-34
    1.054873e-03      2.186694e-34
    1.060718e-03      2.276728e-34
    1.066596e-03      2.370469e-34
    1.072507e-03      2.468069e-34
    1.078450e-03      2.569688e-34
    1.084426e-03      2.675491e-34
    1.090436e-03      2.785651e-34
    1.096478e-03      2.900346e-34
    1.102554e-03      3.019763e-34
    1.108664e-03      3.144098e-34
    1.114808e-03      3.273551e-34
    1.120986e-03      3.408335e-34
    1.127197e-03      3.548668e-34
    1.133444e-03      3.694779e-34
    1.139725e-03      3.846906e-34
    1.146041e-03      4.005297e-34
    1.152391e-03      4.170209e-34
    1.158777e-03      4.341911e-34
    1.165199e-03      4.520683e-34
    1.171656e-03      4.706816e-34
    1.178148e-03      4.900612e-34
    1.184677e-03      5.102387e-34
    1.191242e-03      5.312471e-34
    1.197843e-03      5.531204e-34
    1.204481e-03      5.758943e-34
    1.211156e-03      5.996059e-34
    1.217867e-03      6.242938e-34
    1.224616e-03      6.499982e-34
    1.231402e-03      6.767609e-34
    1.238226e-03      7.046255e-34
    1.245088e-03      7.336374e-34
    1.251988e-03      7.638439e-34
    1.258925e-03      7.952940e-34
    1.265902e-03      8.280391e-34
    1.272917e-03      8.621324e-34
    1.279971e-03      8.976294e-34
    1.287064e-03      9.345880e-34
    1.294196e-03      9.730683e-34
    1.301368e-03      1.013133e-33
    1.308579e-03      1.054847e-33
    1.315831e-03      1.098279e-33
    1.323122e-03      1.143499e-33
    1.330454e-03      1.190581e-33
    1.337827e-03      1.239601e-33
    1.345241e-03      1.290640e-33
    1.352695e-03      1.343780e-33
    1.360191e-03      1.399108e-33
    1.367729e-03      1.456715e-33
    1.375308e-03      1.516693e-33
    1.382929e-03      1.579140e-33
    1.390593e-03      1.644159e-33
    1.398299e-03      1.711855e-33
    1.406048e-03      1.782338e-33
    1.413839e-03      1.855723e-33
    1.421674e-03      1.932130e-33
    1.429552e-03      2.011682e-33
    1.437474e-03      2.094511e-33
    1.445440e-03      2.180749e-33
    1.453450e-03      2.270538e-33
    1.461504e-03      2.364024e-33
    1.469603e-03      2.461359e-33
    1.477747e-03      2.562702e-33
    1.485936e-03      2.668218e-33
    1.494170e-03      2.778078e-33
    1.502450e-03      2.892461e-33
    1.510776e-03      3.011554e-33
    1.519148e-03      3.135550e-33
    1.527566e-03      3.264652e-33
    1.536031e-03      3.399069e-33
    1.544543e-03      3.539020e-33
    1.553102e-03      3.684734e-33
    1.561709e-03      3.836448e-33
    1.570363e-03      3.994408e-33
    1.579065e-03      4.158872e-33
    1.587815e-03      4.330107e-33
    1.596614e-03      4.508393e-33
    1.605462e-03      4.694020e-33
    1.614359e-03      4.887289e-33
    1.623305e-03      5.088516e-33
    1.632300e-03      5.298028e-33
    1.641345e-03      5.516166e-33
    1.650441e-03      5.743286e-33
    1.659587e-03      5.979758e-33
    1.668784e-03      6.225966e-33
    1.678031e-03      6.482311e-33
    1.687330e-03      6.749210e-33
    1.696680e-03      7.027099e-33
    1.706082e-03      7.316429e-33
    1.715537e-03      7.617673e-33
    1.725043e-03      7.931319e-33
    1.734603e-03      8.257879e-33
    1.744215e-03      8.597885e-33
    1.753881e-03      8.951891e-33
    1.763600e-03      9.320472e-33
    1.773373e-03      9.704228e-33
    1.783200e-03      1.010379e-32
    1.793081e-03      1.051979e-32
    1.803018e-03      1.095293e-32
    1.813009e-03      1.140390e-32
    1.823056e-03      1.187344e-32
    1.833158e-03      1.236231e-32
    1.843317e-03      1.287131e-32
    1.853532e-03      1.340127e-32
    1.863803e-03      1.395305e-32
    1.874131e-03      1.452754e-32
    1.884517e-03      1.512569e-32
    1.894960e-03      1.574847e-32
    1.905461e-03      1.639689e-32
    1.916020e-03      1.707201e-32
    1.926637e-03      1.777492e-32
    1.937314e-03      1.850678e-32
    1.948050e-03      1.926877e-32
    1.958845e-03      2.006213e-32
    1.969700e-03      2.088816e-32
    1.980615e-03      2.174820e-32
    1.991590e-03      2.264365e-32
    2.002627e-03      2.357597e-32
    2.013724e-03      2.454668e-32
    2.024883e-03      2.555735e-32
    2.036104e-03      2.660964e-32
    2.047387e-03      2.770525e-32
    2.058733e-03      2.884597e-32
    2.070141e-03      3.003366e-32
    2.081613e-03      3.127025e-32
    2.093148e-03      3.255776e-32
    2.104747e-03      3.389828e-32
    2.116411e-03      3.529399e-32
    2.128139e-03      3.674717e-32
    2.139932e-03      3.826018e-32
    2.151791e-03      3.983549e-32
    2.163715e-03      4.147565e-32
    2.175705e-03      4.318335e-32
    2.187762e-03      4.496136e-32
    2.199885e-03      4.681258e-32
    2.212076e-03      4.874002e-32
    2.224334e-03      5.074682e-32
    2.236660e-03      5.283624e-32
    2.249055e-03      5.501170e-32
    2.261518e-03      5.727672e-32
    2.274050e-03      5.963501e-32
    2.286652e-03      6.209039e-32
    2.299323e-03      6.464687e-32
    2.312065e-03      6.730861e-32
    2.324877e-03      7.007995e-32
    2.337760e-03      7.296539e-32
    2.350715e-03      7.596963e-32
    2.363742e-03      7.909757e-32
    2.376840e-03      8.235429e-32
    2.390012e-03      8.574511e-32
    2.403256e-03      8.927554e-32
    2.416573e-03      9.295133e-32
    2.429965e-03      9.677846e-32
    2.443431e-03      1.007632e-31
    2.456971e-03      1.049119e-31
    2.470586e-03      1.092315e-31
    2.484277e-03      1.137290e-31
    2.498044e-03      1.184116e-31
    2.511886e-03      1.232870e-31
    2.525806e-03      1.283632e-31
    2.539803e-03      1.336484e-31
    2.553877e-03      1.391511e-31
    2.568029e-03      1.448805e-31
    2.582260e-03      1.508457e-31
    2.596570e-03      1.570566e-31
    2.610959e-03      1.635231e-31
    2.625427e-03      1.702560e-31
    2.639976e-03      1.772660e-31
    2.654606e-03      1.845647e-31
    2.669316e-03      1.921639e-31
    2.684108e-03      2.000759e-31
    2.698982e-03      2.083138e-31
    2.713938e-03      2.168908e-31
    2.728978e-03      2.258209e-31
    2.744100e-03      2.351188e-31
    2.759307e-03      2.447994e-31
    2.774598e-03      2.548787e-31
    2.789973e-03      2.653729e-31
    2.805434e-03      2.762993e-31
    2.820980e-03      2.876755e-31
    2.836612e-03      2.995201e-31
    2.852332e-03      3.118524e-31
    2.868138e-03      3.246925e-31
    2.884032e-03      3.380612e-31
    2.900013e-03      3.519804e-31
    2.916084e-03      3.664727e-31
    2.932243e-03      3.815616e-31
    2.948492e-03      3.972719e-31
    2.964831e-03      4.136290e-31
    2.981261e-03      4.306595e-31
    2.997782e-03      4.483913e-31
    3.014394e-03      4.668531e-31
    3.031098e-03      4.860751e-31
    3.047895e-03      5.060886e-31
    3.064785e-03      5.269260e-31
    3.081768e-03      5.486214e-31
    3.098846e-03      5.712101e-31
    3.116018e-03      5.947288e-31
    3.133286e-03      6.192159e-31
    3.150649e-03      6.447112e-31
    3.168108e-03      6.712563e-31
    3.185664e-03      6.988942e-31
    3.203318e-03      7.276702e-31
    3.221069e-03      7.576309e-31
    3.238918e-03      7.888253e-31
    3.256867e-03      8.213040e-31
    3.274915e-03      8.551200e-31
    3.293063e-03      8.903283e-31
    3.311311e-03      9.269862e-31
    3.329661e-03      9.651535e-31
    3.348112e-03      1.004892e-30
    3.366666e-03      1.046267e-30
    3.385322e-03      1.089346e-30
    3.404082e-03      1.134198e-30
    3.422946e-03      1.180897e-30
    3.441914e-03      1.229519e-30
    3.460987e-03      1.280142e-30
    3.480166e-03      1.332850e-30
    3.499452e-03      1.387728e-30
    3.518844e-03      1.444866e-30
    3.538344e-03      1.504356e-30
    3.557951e-03      1.566296e-30
    3.577668e-03      1.630786e-30
    3.597493e-03      1.697931e-30
    3.617429e-03      1.767841e-30
    3.637475e-03      1.840629e-30
    3.657632e-03      1.916414e-30
    3.677901e-03      1.995320e-30
    3.698282e-03      2.077474e-30
    3.718776e-03      2.163011e-30
    3.739383e-03      2.252070e-30
    3.760105e-03      2.344796e-30
    3.780942e-03      2.441339e-30
    3.801894e-03      2.541858e-30
    3.822962e-03      2.646515e-30
    3.844147e-03      2.755481e-30
    3.865449e-03      2.868934e-30
    3.886870e-03      2.987058e-30
    3.908409e-03      3.110046e-30
    3.930067e-03      3.238098e-30
    3.951846e-03      3.371421e-30
    3.973745e-03      3.510235e-30
    3.995766e-03      3.654763e-30
    4.017908e-03      3.805243e-30
    4.040173e-03      3.961918e-30
    4.062562e-03      4.125044e-30
    4.085075e-03      4.294887e-30
    4.107712e-03      4.471723e-30
    4.130475e-03      4.655839e-30
    4.153364e-03      4.847537e-30
    4.176380e-03      5.047127e-30
    4.199523e-03      5.254935e-30
    4.222795e-03      5.471299e-30
    4.246196e-03      5.696572e-30
    4.269726e-03      5.931120e-30
    4.293387e-03      6.175325e-30
    4.317178e-03      6.429585e-30
    4.341102e-03      6.694313e-30
    4.365158e-03      6.969942e-30
    4.389348e-03      7.256919e-30
    4.413671e-03      7.555712e-30
    4.438130e-03      7.866807e-30
    4.462724e-03      8.190711e-30
    4.487454e-03      8.527952e-30
    4.512321e-03      8.879078e-30
    4.537326e-03      9.244661e-30
    4.562470e-03      9.625296e-30
    4.587753e-03      1.002160e-29
    4.613176e-03      1.043423e-29
    4.638740e-03      1.086384e-29
    4.664445e-03      1.131114e-29
    4.690293e-03      1.177686e-29
    4.716285e-03      1.226176e-29
    4.742420e-03      1.276662e-29
    4.768700e-03      1.329227e-29
    4.795126e-03      1.383956e-29
    4.821698e-03      1.440938e-29
    4.848417e-03      1.500266e-29
    4.875285e-03      1.562038e-29
    4.902301e-03      1.626352e-29
    4.929467e-03      1.693315e-29
    4.956784e-03      1.763035e-29
    4.984252e-03      1.835625e-29
    5.011872e-03      1.911204e-29
    5.039646e-03      1.989895e-29
    5.067573e-03      2.071826e-29
    5.095655e-03      2.157131e-29
    5.123892e-03      2.245947e-29
    5.152286e-03      2.338421e-29
    5.180838e-03      2.434702e-29
    5.209547e-03      2.534947e-29
    5.238416e-03      2.639320e-29
    5.267445e-03      2.747990e-29
    5.296634e-03      2.861134e-29
    5.325986e-03      2.978937e-29
    5.355500e-03      3.101591e-29
    5.385177e-03      3.229294e-29
    5.415019e-03      3.362256e-29
    5.445027e-03      3.500692e-29
    5.475200e-03      3.644827e-29
    5.505541e-03      3.794898e-29
    5.536050e-03      3.951147e-29
    5.566728e-03      4.113830e-29
    5.597576e-03      4.283211e-29
    5.628595e-03      4.459566e-29
    5.659786e-03      4.643182e-29
    5.691150e-03      4.834358e-29
    5.722687e-03      5.033405e-29
    5.754399e-03      5.240649e-29
    5.786287e-03      5.456425e-29
    5.818352e-03      5.681085e-29
    5.850595e-03      5.914995e-29
    5.883016e-03      6.158536e-29
    5.915616e-03      6.412105e-29
    5.948398e-03      6.676114e-29
    5.981361e-03      6.950993e-29
    6.014507e-03      7.237190e-29
    6.047836e-03      7.535171e-29
    6.081350e-03      7.845420e-29
    6.115050e-03      8.168444e-29
    6.148936e-03      8.504767e-29
    6.183011e-03      8.854939e-29
    6.217274e-03      9.219528e-29
    6.251727e-03      9.599128e-29
    6.286371e-03      9.994358e-29
    6.321207e-03      1.040586e-28
    6.356236e-03      1.083431e-28
    6.391459e-03      1.128039e-28
    6.426877e-03      1.174485e-28
    6.462492e-03      1.222842e-28
    6.498304e-03      1.273191e-28
    6.534314e-03      1.325613e-28
    6.570524e-03      1.380193e-28
    6.606934e-03      1.437021e-28
    6.643547e-03      1.496188e-28
    6.680362e-03      1.557791e-28
    6.717381e-03      1.621931e-28
    6.754606e-03      1.688711e-28
    6.792036e-03      1.758242e-28
    6.829674e-03      1.830635e-28
    6.867521e-03      1.906008e-28
    6.905577e-03      1.984485e-28
    6.943845e-03      2.066194e-28
    6.982324e-03      2.151266e-28
    7.021017e-03      2.239841e-28
    7.059924e-03      2.332064e-28
    7.099046e-03      2.428083e-28
    7.138386e-03      2.528056e-28
    7.177943e-03      2.632145e-28
    7.217719e-03      2.740519e-28
    7.257717e-03      2.853356e-28
    7.297935e-03      2.970839e-28
    7.338377e-03      3.093159e-28
    7.379042e-03      3.220515e-28
    7.419933e-03      3.353115e-28
    7.461051e-03      3.491174e-28
    7.502396e-03      3.634918e-28
    7.543971e-03      3.784581e-28
    7.585776e-03      3.940405e-28
    7.627812e-03      4.102646e-28
    7.670082e-03      4.271566e-28
    7.712586e-03      4.447442e-28
    7.755325e-03      4.630559e-28
    7.798301e-03      4.821215e-28
    7.841515e-03      5.019721e-28
    7.884969e-03      5.226401e-28
    7.928664e-03      5.441590e-28
    7.972600e-03      5.665640e-28
    8.016781e-03      5.898914e-28
    8.061206e-03      6.141793e-28
    8.105877e-03      6.394673e-28
    8.150796e-03      6.657964e-28
    8.195963e-03      6.932096e-28
    8.241381e-03      7.217515e-28
    8.287051e-03      7.514685e-28
    8.332973e-03      7.824091e-28
    8.379151e-03      8.146237e-28
    8.425584e-03      8.481646e-28
    8.472274e-03      8.830865e-28
    8.519223e-03      9.194463e-28
    8.566433e-03      9.573032e-28
    8.613903e-03      9.967187e-28
    8.661637e-03      1.037757e-27
    8.709636e-03      1.080485e-27
    8.757900e-03      1.124973e-27
    8.806432e-03      1.171292e-27
    8.855233e-03      1.219518e-27
    8.904304e-03      1.269730e-27
    8.953648e-03      1.322009e-27
    9.003264e-03      1.376441e-27
    9.053156e-03      1.433114e-27
    9.103324e-03      1.492120e-27
    9.153770e-03      1.553556e-27
    9.204496e-03      1.617521e-27
    9.255502e-03      1.684120e-27
    9.306792e-03      1.753462e-27
    9.358365e-03      1.825658e-27
    9.410225e-03      1.900827e-27
    9.462372e-03      1.979090e-27
    9.514807e-03      2.060576e-27
    9.567534e-03      2.145418e-27
    9.620552e-03      2.233752e-27
    9.673864e-03      2.325723e-27
    9.727472e-03      2.421482e-27
    9.781377e-03      2.521183e-27
    9.835581e-03      2.624989e-27
    9.890084e-03      2.733069e-27
    9.944890e-03      2.845599e-27
    1.000000e-02      2.962762e-27
    1.005542e-02      3.084749e-27
    1.011114e-02      3.211759e-27
    1.016717e-02      3.343999e-27
    1.022351e-02      3.481683e-27
    1.028016e-02      3.625036e-27
    1.033713e-02      3.774292e-27
    1.039441e-02      3.929693e-27
    1.045201e-02      4.091492e-27
    1.050993e-02      4.259953e-27
    1.056818e-02      4.435351e-27
    1.062674e-02      4.617970e-27
    1.068563e-02      4.808108e-27
    1.074484e-02      5.006075e-27
    1.080438e-02      5.212192e-27
    1.086426e-02      5.426797e-27
    1.092446e-02      5.650237e-27
    1.098500e-02      5.882877e-27
    1.104587e-02      6.125096e-27
    1.110708e-02      6.377288e-27
    1.116863e-02      6.639863e-27
    1.123052e-02      6.913250e-27
    1.129276e-02      7.197893e-27
    1.135534e-02      7.494255e-27
    1.141826e-02      7.802820e-27
    1.148154e-02      8.124090e-27
    1.154516e-02      8.458587e-27
    1.160914e-02      8.806857e-27
    1.167347e-02      9.169467e-27
    1.173816e-02      9.547006e-27
    1.180321e-02      9.940090e-27
    1.186861e-02      1.034936e-26
    1.193438e-02      1.077548e-26
    1.200052e-02      1.121914e-26
    1.206702e-02      1.168107e-26
    1.213389e-02      1.216203e-26
    1.220113e-02      1.266278e-26
    1.226874e-02      1.318415e-26
    1.233673e-02      1.372699e-26
    1.240509e-02      1.429218e-26
    1.247384e-02      1.488064e-26
    1.254296e-02      1.549332e-26
    1.261247e-02      1.613124e-26
    1.268236e-02      1.679542e-26
    1.275264e-02      1.748695e-26
    1.282331e-02      1.820694e-26
    1.289437e-02      1.895659e-26
    1.296582e-02      1.973710e-26
    1.303767e-02      2.054974e-26
    1.310992e-02      2.139585e-26
    1.318257e-02      2.227679e-26
    1.325562e-02      2.319401e-26
    1.332907e-02      2.414899e-26
    1.340294e-02      2.514328e-26
    1.347721e-02      2.617852e-26
    1.355189e-02      2.725638e-26
    1.362699e-02      2.837863e-26
    1.370251e-02      2.954707e-26
    1.377844e-02      3.076363e-26
    1.385479e-02      3.203028e-26
    1.393157e-02      3.334908e-26
    1.400877e-02      3.472218e-26
    1.408640e-02      3.615181e-26
    1.416446e-02      3.764031e-26
    1.424295e-02      3.919009e-26
    1.432188e-02      4.080369e-26
    1.440124e-02      4.248372e-26
    1.448105e-02      4.423292e-26
    1.456129e-02      4.605415e-26
    1.464199e-02      4.795036e-26
    1.472313e-02      4.992465e-26
    1.480471e-02      5.198022e-26
    1.488675e-02      5.412043e-26
    1.496925e-02      5.634876e-26
    1.505220e-02      5.866884e-26
    1.513561e-02      6.108444e-26
    1.521949e-02      6.359950e-26
    1.530383e-02      6.621812e-26
    1.538863e-02      6.894455e-26
    1.547391e-02      7.178324e-26
    1.555966e-02      7.473881e-26
    1.564588e-02      7.781607e-26
    1.573258e-02      8.102003e-26
    1.581976e-02      8.435591e-26
    1.590743e-02      8.782914e-26
    1.599558e-02      9.144538e-26
    1.608422e-02      9.521051e-26
    1.617335e-02      9.913066e-26
    1.626298e-02      1.032122e-25
    1.635310e-02      1.074618e-25
    1.644372e-02      1.118864e-25
    1.653484e-02      1.164932e-25
    1.662647e-02      1.212896e-25
    1.671860e-02      1.262835e-25
    1.681125e-02      1.314831e-25
    1.690441e-02      1.368967e-25
    1.699809e-02      1.425332e-25
    1.709228e-02      1.484018e-25
    1.718700e-02      1.545120e-25
    1.728224e-02      1.608738e-25
    1.737801e-02      1.674976e-25
    1.747431e-02      1.743940e-25
    1.757114e-02      1.815745e-25
    1.766851e-02      1.890505e-25
    1.776642e-02      1.968344e-25
    1.786488e-02      2.049388e-25
    1.796387e-02      2.133768e-25
    1.806342e-02      2.221623e-25
    1.816352e-02      2.313095e-25
    1.826417e-02      2.408333e-25
    1.836538e-02      2.507493e-25
    1.846716e-02      2.610735e-25
    1.856949e-02      2.718228e-25
    1.867239e-02      2.830147e-25
    1.877587e-02      2.946675e-25
    1.887991e-02      3.068000e-25
    1.898454e-02      3.194320e-25
    1.908974e-02      3.325841e-25
    1.919553e-02      3.462778e-25
    1.930190e-02      3.605353e-25
    1.940886e-02      3.753798e-25
    1.951641e-02      3.908355e-25
    1.962456e-02      4.069276e-25
    1.973331e-02      4.236822e-25
    1.984266e-02      4.411267e-25
    1.995262e-02      4.592894e-25
    2.006319e-02      4.782000e-25
    2.017437e-02      4.978892e-25
    2.028617e-02      5.183891e-25
    2.039858e-02      5.397330e-25
    2.051162e-02      5.619557e-25
    2.062529e-02      5.850934e-25
    2.073958e-02      6.091837e-25
    2.085451e-02      6.342660e-25
    2.097008e-02      6.603809e-25
    2.108628e-02      6.875711e-25
    2.120313e-02      7.158809e-25
    2.132063e-02      7.453562e-25
    2.143878e-02      7.760452e-25
    2.155758e-02      8.079977e-25
    2.167704e-02      8.412658e-25
    2.179716e-02      8.759037e-25
    2.191795e-02      9.119677e-25
    2.203941e-02      9.495166e-25
    2.216154e-02      9.886116e-25
    2.228435e-02      1.029316e-24
    2.240784e-02      1.071697e-24
    2.253201e-02      1.115822e-24
    2.265687e-02      1.161765e-24
    2.278243e-02      1.209599e-24
    2.290868e-02      1.259402e-24
    2.303563e-02      1.311256e-24
    2.316328e-02      1.365245e-24
    2.329164e-02      1.421457e-24
    2.342071e-02      1.479984e-24
    2.355049e-02      1.540920e-24
    2.368100e-02      1.604365e-24
    2.381223e-02      1.670422e-24
    2.394418e-02      1.739199e-24
    2.407687e-02      1.810808e-24
    2.421029e-02      1.885366e-24
    2.434445e-02      1.962993e-24
    2.447936e-02      2.043816e-24
    2.461501e-02      2.127967e-24
    2.475141e-02      2.215583e-24
    2.488857e-02      2.306807e-24
    2.502649e-02      2.401786e-24
    2.516518e-02      2.500676e-24
    2.530463e-02      2.603638e-24
    2.544486e-02      2.710838e-24
    2.558586e-02      2.822453e-24
    2.572764e-02      2.938664e-24
    2.587021e-02      3.059659e-24
    2.601357e-02      3.185636e-24
    2.615773e-02      3.316800e-24
    2.630268e-02      3.453364e-24
    2.644844e-02      3.595551e-24
    2.659500e-02      3.743593e-24
    2.674238e-02      3.897729e-24
    2.689057e-02      4.058213e-24
    2.703958e-02      4.225304e-24
    2.718942e-02      4.399274e-24
    2.734009e-02      4.580408e-24
    2.749160e-02      4.769000e-24
    2.764394e-02      4.965356e-24
    2.779713e-02      5.169797e-24
    2.795117e-02      5.382656e-24
    2.810606e-02      5.604279e-24
    2.826181e-02      5.835027e-24
    2.841842e-02      6.075276e-24
    2.857591e-02      6.325416e-24
    2.873426e-02      6.585856e-24
    2.889349e-02      6.857019e-24
    2.905360e-02      7.139346e-24
    2.921460e-02      7.433299e-24
    2.937650e-02      7.739354e-24
    2.953929e-02      8.058010e-24
    2.970298e-02      8.389787e-24
    2.986758e-02      8.735224e-24
    3.003309e-02      9.094884e-24
    3.019952e-02      9.469352e-24
    3.036687e-02      9.859239e-24
    3.053515e-02      1.026518e-23
    3.070436e-02      1.068783e-23
    3.087450e-02      1.112789e-23
    3.104560e-02      1.158606e-23
    3.121764e-02      1.206310e-23
    3.139063e-02      1.255978e-23
    3.156458e-02      1.307691e-23
    3.173949e-02      1.361534e-23
    3.191538e-02      1.417593e-23
    3.209224e-02      1.475960e-23
    3.227008e-02      1.536730e-23
    3.244890e-02      1.600003e-23
    3.262872e-02      1.665881e-23
    3.280953e-02      1.734471e-23
    3.299134e-02      1.805885e-23
    3.317416e-02      1.880240e-23
    3.335800e-02      1.957656e-23
    3.354285e-02      2.038260e-23
    3.372873e-02      2.122182e-23
    3.391564e-02      2.209560e-23
    3.410358e-02      2.300535e-23
    3.429257e-02      2.395256e-23
    3.448260e-02      2.493877e-23
    3.467369e-02      2.596559e-23
    3.486583e-02      2.703469e-23
    3.505904e-02      2.814780e-23
    3.525332e-02      2.930674e-23
    3.544867e-02      3.051341e-23
    3.564511e-02      3.176975e-23
    3.584264e-02      3.307782e-23
    3.604126e-02      3.443975e-23
    3.624099e-02      3.585776e-23
    3.644182e-02      3.733415e-23
    3.664376e-02      3.887133e-23
    3.684682e-02      4.047180e-23
    3.705101e-02      4.213817e-23
    3.725632e-02      4.387314e-23
    3.746278e-02      4.567955e-23
    3.767038e-02      4.756034e-23
    3.787913e-02      4.951857e-23
    3.808904e-02      5.155742e-23
    3.830011e-02      5.368023e-23
    3.851235e-02      5.589043e-23
    3.872576e-02      5.819164e-23
    3.894036e-02      6.058759e-23
    3.915615e-02      6.308220e-23
    3.937314e-02      6.567951e-23
    3.959132e-02      6.838377e-23
    3.981072e-02      7.119937e-23
    4.003133e-02      7.413090e-23
    4.025316e-02      7.718313e-23
    4.047622e-02      8.036103e-23
    4.070052e-02      8.366978e-23
    4.092607e-02      8.711476e-23
    4.115286e-02      9.070158e-23
    4.138091e-02      9.443609e-23
    4.161022e-02      9.832435e-23
    4.184080e-02      1.023727e-22
    4.207266e-02      1.065878e-22
    4.230581e-02      1.109764e-22
    4.254025e-02      1.155456e-22
    4.277598e-02      1.203031e-22
    4.301303e-02      1.252564e-22
    4.325138e-02      1.304136e-22
    4.349106e-02      1.357832e-22
    4.373207e-02      1.413739e-22
    4.397441e-02      1.471947e-22
    4.421809e-02      1.532553e-22
    4.446313e-02      1.595653e-22
    4.470952e-02      1.661352e-22
    4.495728e-02      1.729756e-22
    4.520641e-02      1.800976e-22
    4.545692e-02      1.875128e-22
    4.570882e-02      1.952334e-22
    4.596211e-02      2.032718e-22
    4.621681e-02      2.116413e-22
    4.647292e-02      2.203553e-22
    4.673045e-02      2.294281e-22
    4.698941e-02      2.388744e-22
    4.724980e-02      2.487097e-22
    4.751164e-02      2.589500e-22
    4.777492e-02      2.696119e-22
    4.803967e-02      2.807128e-22
    4.830588e-02      2.922707e-22
    4.857357e-02      3.043045e-22
    4.884274e-02      3.168338e-22
    4.911340e-02      3.298790e-22
    4.938556e-02      3.434612e-22
    4.965923e-02      3.576028e-22
    4.993442e-02      3.723265e-22
    5.021113e-02      3.876565e-22
    5.048938e-02      4.036177e-22
    5.076916e-02      4.202361e-22
    5.105050e-02      4.375387e-22
    5.133340e-02      4.555537e-22
    5.161786e-02      4.743104e-22
    5.190390e-02      4.938395e-22
    5.219153e-02      5.141726e-22
    5.248075e-02      5.353429e-22
    5.277157e-02      5.573848e-22
    5.306400e-02      5.803343e-22
    5.335806e-02      6.042287e-22
    5.365374e-02      6.291070e-22
    5.395106e-02      6.550095e-22
    5.425003e-02      6.819786e-22
    5.455066e-02      7.100580e-22
    5.485295e-02      7.392936e-22
    5.515692e-02      7.697330e-22
    5.546257e-02      8.014256e-22
    5.576992e-02      8.344231e-22
    5.607897e-02      8.687792e-22
    5.638973e-02      9.045500e-22
    5.670221e-02      9.417935e-22
    5.701643e-02      9.805704e-22
    5.733238e-02      1.020944e-21
    5.765009e-02      1.062980e-21
    5.796956e-02      1.106746e-21
    5.829080e-02      1.152311e-21
    5.861382e-02      1.199742e-21
    5.893863e-02      1.249125e-21
    5.926523e-02      1.300540e-21
    5.959365e-02      1.354072e-21
    5.992389e-02      1.414652e-21
    6.025596e-02      1.479783e-21
    6.058987e-02      1.547912e-21
    6.092563e-02      1.619178e-21
    6.126325e-02      1.694511e-21
    6.160274e-02      1.777937e-21
    6.194411e-02      1.865470e-21
    6.228737e-02      1.957312e-21
    6.263254e-02      2.053676e-21
    6.297961e-02      2.137671e-21
    6.332862e-02      2.211792e-21
    6.367955e-02      2.288483e-21
    6.403243e-02      2.367833e-21
    6.438727e-02      2.449935e-21
    6.474407e-02      2.548071e-21
    6.510285e-02      2.650289e-21
    6.546362e-02      2.756608e-21
    6.582638e-02      2.867193e-21
    6.619116e-02      2.971574e-21
    6.655796e-02      3.063798e-21
    6.692679e-02      3.158885e-21
    6.729767e-02      3.256922e-21
    6.767060e-02      3.358002e-21
    6.804559e-02      3.476297e-21
    6.842267e-02      3.601836e-21
    6.880183e-02      3.731908e-21
    6.918310e-02      3.866677e-21
    6.956648e-02      4.021403e-21
    6.995198e-02      4.231190e-21
    7.033962e-02      4.451921e-21
    7.072940e-02      4.684167e-21
    7.112135e-02      4.928528e-21
    7.151547e-02      5.145721e-21
    7.191177e-02      5.351423e-21
    7.231027e-02      5.565347e-21
    7.271098e-02      5.787823e-21
    7.311391e-02      6.020589e-21
    7.351907e-02      6.279128e-21
    7.392648e-02      6.548769e-21
    7.433614e-02      6.829990e-21
    7.474807e-02      7.123286e-21
    7.516229e-02      7.422119e-21
    7.557880e-02      7.726138e-21
    7.599762e-02      8.042611e-21
    7.641876e-02      8.372046e-21
    7.684224e-02      8.714975e-21
    7.726806e-02      9.087538e-21
    7.769624e-02      9.477475e-21
    7.812679e-02      9.884143e-21
    7.855973e-02      1.030826e-20
    7.899507e-02      1.072873e-20
    7.943282e-02      1.112172e-20
    7.987300e-02      1.152910e-20
    8.031562e-02      1.195140e-20
    8.076069e-02      1.238917e-20
    8.120822e-02      1.262736e-20
    8.165824e-02      1.279971e-20
    8.211075e-02      1.297442e-20
    8.256576e-02      1.315151e-20
    8.302330e-02      1.343138e-20
    8.348338e-02      1.421519e-20
    8.394600e-02      1.504474e-20
    8.441119e-02      1.592270e-20
    8.487895e-02      1.685190e-20
    8.534931e-02      1.769939e-20
    8.582227e-02      1.849184e-20
    8.629785e-02      1.931978e-20
