ALMA_source_name,Band,PWV,SB_name,Vel.res.,Ang.res.,RA,Dec,FOV,Int.Time,Total.Time,Cont_sens_mJybeam,Line_sens_10kms_mJybeam,Obs.date,Bandwidth,Freq,Freq.sup.,antenna_arrays
NGC1068,6,1.229106,NGC1068_a_06_TM1,1132.1344756891021,0.10494578783709169,40.66962083332673,-0.013318055555551418,0.006424739635952847,23345.28,58139.055096,0.01831265653206764,0.47319192178237757,2019-04-18,1875000000.0,259.51869277755213,"[243.06..244.94GHz,976.56kHz,478.4uJy/beam@10km/s,31.5uJy/beam@native, XX YY] U [257.08..258.96GHz,976.56kHz,464.9uJy/beam@10km/s,31.5uJy/beam@native, XX YY] U [258.58..260.46GHz,976.56kHz,473.2uJy/beam@10km/s,32.2uJy/beam@native, XX YY]",A001:DA59 A001:DV07 A002:DA49 A004:DA41 A007:DV05 A008:DA42 A009:DV18 A015:DA61 A015:DA64 A016:DA44 A022:DV23 A023:DA41 A024:DA49 A027:DV06 A033:DA53 A035:DA47 A042:DV08 A043:DA60 A044:DV11 A045:DV01 A047:DV15 A058:DA43 A060:DV17 A062:DV10 A068:DA65 A069:DA55 A069:DV16 A070:DA48 A070:DV22 A071:DA52 A072:DA53 A072:DV20 A073:DA54 A073:DV22 A074:DA47 A074:DV09 A075:DA52 A075:DV11 A076:DA59 A076:DV17 A078:DV08 A079:DA54 A082:DV24 A083:DA48 A084:DV04 A085:DA56 A085:DA63 A086:DV01 A087:DV25 A088:DV04 A089:DA61 A089:DV06 A090:DA56 A090:DV24 A091:DA45 A091:DA58 A092:DV14 A093:DA57 A093:DV20 A094:DV19 A096:DA55 A096:DV09 A096:PM01 A097:DA60 A098:DV05 A099:DA63 
Mrk_926,3,2.495725,Mrk_926_b_03_TM1,90514.95853175368,0.6830011634066766,346.18124399994156,-8.685684000007951,0.016589502932176144,302.4,58413.948431,0.027290477860353254,1.3601290577782115,2020-01-16,2000000000.0,104.50100153753169,"[89.51..91.49GHz,31250.00kHz,1.4mJy/beam@10km/s,52.7uJy/beam@native, XX YY] U [91.45..93.43GHz,31250.00kHz,1.4mJy/beam@10km/s,53.3uJy/beam@native, XX YY] U [101.51..103.49GHz,31250.00kHz,1.4mJy/beam@10km/s,55.9uJy/beam@native, XX YY] U [103.51..105.49GHz,31250.00kHz,1.4mJy/beam@10km/s,56.8uJy/beam@native, XX YY]",A001:DA44 A007:DV05 A008:DV07 A011:DV21 A015:DA64 A016:DV11 A022:DV23 A024:DA49 A027:DV06 A033:DA53 A035:DA43 A042:DV08 A043:DA60 A044:DV03 A045:DV01 A047:DV15 A049:DA47 A060:DV17 A062:DV10 A066:DV04 A068:DA65 A069:DV16 A070:DA48 A072:DV20 A073:DA54 A074:DV09 A075:DV18 A076:DA59 A082:DA52 A083:DV22 A085:DA63 A086:DV25 A087:DV14 A088:DV24 A089:DA57 A090:DA58 A091:DA56 A092:DV12 A093:DV19 A094:DA61 A096:DA46 A101:DA51 A104:DV02 A105:DA50 A108:DA55 A111:DV13 A134:DA45 A135:DA62
Mrk_509,3,2.122224,Mrk_509_b_03_TM1,90514.95853175368,0.6216146453220392,311.0406489999676,-10.723487000001734,0.01658953169422508,302.4,58413.923313,0.02553546802525431,1.264664406707529,2020-01-04,2000000000.0,104.50082035924558,"[89.51..91.49GHz,31250.00kHz,1.3mJy/beam@10km/s,49.6uJy/beam@native, XX YY] U [91.45..93.43GHz,31250.00kHz,1.3mJy/beam@10km/s,50uJy/beam@native, XX YY] U [101.51..103.49GHz,31250.00kHz,1.3mJy/beam@10km/s,52.1uJy/beam@native, XX YY] U [103.51..105.49GHz,31250.00kHz,1.3mJy/beam@10km/s,52.8uJy/beam@native, XX YY]",A001:DA44 A007:DV05 A008:DV07 A011:DV21 A015:DA64 A016:DV11 A022:DV23 A024:DA49 A027:DV06 A033:DA53 A035:DA43 A042:DV08 A043:DA60 A044:DV03 A045:DV01 A047:DV15 A049:DA47 A060:DV17 A062:DV10 A066:DV04 A068:DA65 A069:DV16 A070:DA48 A072:DV20 A073:DA54 A074:DV09 A075:DV18 A076:DA59 A082:DA52 A083:DV22 A085:DA63 A086:DV25 A087:DV14 A088:DV24 A089:DA57 A090:DA58 A091:DA56 A092:DV12 A093:DV19 A094:DA61 A096:DA46 A101:DA51 A104:DV02 A105:DA50 A108:DA55 A111:DV13 A134:DA45 A135:DA62
Mrk_926,4,0.9620544,Mrk_926_a_04_TM1,62042.1601777654,0.2252691759222905,346.18124400003677,-8.685684000001944,0.011154949158126879,332.64,58403.15147,0.024382618334482964,1.0645440818859793,2019-11-05,2000000000.0,152.00198925149846,"[137.01..138.99GHz,31250.00kHz,1mJy/beam@10km/s,49.1uJy/beam@native, XX YY] U [138.95..140.93GHz,31250.00kHz,932.3uJy/beam@10km/s,45uJy/beam@native, XX YY] U [149.01..150.99GHz,31250.00kHz,969uJy/beam@10km/s,48.5uJy/beam@native, XX YY] U [151.01..152.99GHz,31250.00kHz,1.1mJy/beam@10km/s,53.6uJy/beam@native, XX YY]",A007:DV05 A011:DV21 A015:DA64 A022:DV23 A024:DA49 A027:DV06 A033:DA53 A042:DV08 A043:DA60 A045:DV01 A047:DV15 A060:DV17 A062:DV10 A066:DV04 A068:DA65 A069:DV16 A070:DA48 A072:DV20 A074:DV09 A075:DV18 A076:DA59 A082:DA52 A083:DV22 A085:DA63 A086:DV25 A087:DV14 A088:DV24 A089:DA57 A090:DA58 A091:DA56 A093:DV19 A094:DA61 A101:DA51 A105:DA50 A108:DA55 A110:DA43 A111:DV13 A115:DA47 A116:DA42 A120:DA41 A121:DA44 A122:DV07 A123:DV03 A128:DV11 A134:DA45 A135:DA62
NGC_3783,4,0.43222183,NGC_3783_a_04_TM1,62042.1601777654,0.16205957337245924,174.75717083332466,-37.73850000000012,0.011154519225505918,332.64,58708.777066,0.024104580345570902,1.0430687614054392,2020-12-01,2000000000.0,152.00784791849333,"[137.01..139.00GHz,31250.00kHz,1mJy/beam@10km/s,48.8uJy/beam@native, XX YY] U [138.95..140.94GHz,31250.00kHz,929.4uJy/beam@10km/s,44.9uJy/beam@native, XX YY] U [149.02..151.00GHz,31250.00kHz,950.5uJy/beam@10km/s,47.5uJy/beam@native, XX YY] U [151.02..153.00GHz,31250.00kHz,1mJy/beam@10km/s,52.5uJy/beam@native, XX YY]",A007:DV21 A015:DV25 A027:DV17 A042:DV05 A058:DA41 A060:DA47 A066:DA54 A069:DA45 A070:DA59 A072:DA53 A073:DV23 A074:DV09 A075:DA56 A076:DA62 A082:DA60 A083:DA51 A085:DA52 A086:DV22 A087:DV18 A088:DV11 A089:DV16 A090:DV13 A091:DA61 A093:DV03 A094:DV14 A096:DA50 A101:DA65 A104:DA43 A108:PM04 A110:DA55 A111:DV12 A115:DA46 A116:DV08 A120:DV19 A121:DV10 A122:DA44 A125:DA49 A127:DV24 A128:DV15 A129:DV01 A130:DA58 A132:DA57 A134:DA63 A135:PM02
J0451.4-0346,6,0.43706778,J0451.4-_a_06_TM1,10275.885043543924,0.3017468791502265,72.92283333337625,-3.8092583333344887,0.007309474394136881,816.48,58418.368287,0.020139112145600543,0.6443480085235251,2019-11-11,1875000000.0,227.04608634518036,"[212.79..214.66GHz,7812.01kHz,659.9uJy/beam@10km/s,40.7uJy/beam@native, XX YY] U [214.49..216.36GHz,7812.01kHz,657.8uJy/beam@10km/s,40.7uJy/beam@native, XX YY] U [226.11..227.98GHz,7812.01kHz,644.3uJy/beam@10km/s,41uJy/beam@native, XX YY] U [227.91..229.78GHz,7812.01kHz,609.1uJy/beam@10km/s,38.9uJy/beam@native, XX YY]",A001:DA44 A007:DV05 A008:DV07 A011:DV21 A015:DA64 A016:DV11 A023:DA42 A024:DA49 A033:DA53 A035:DA43 A042:DV08 A044:DV03 A045:DV01 A047:DV15 A049:DA47 A060:DV17 A062:DV10 A066:DV04 A068:DA65 A069:DV16 A070:DA48 A072:DV20 A073:DA54 A074:DV09 A075:DV18 A076:DA59 A082:DA52 A083:DV22 A085:DA63 A086:DV25 A088:DV24 A089:DA57 A090:DA58 A091:DA56 A092:DV12 A093:DV19 A094:DA61 A096:DA46 A101:DA51 A104:DV02 A105:DA50 A108:DA55 A134:DA45 A135:DA62
J0123.8-3504,6,0.81897604,J0123.8-_a_06_TM1,9698.447357410996,0.25922138636429914,20.976641666673103,-35.06552777777797,0.006902193256060409,1844.64,58413.196893,0.01335450807647594,0.41049748017320103,2020-01-11,1875000000.0,226.25702996838567,"[225.32..227.19GHz,7812.01kHz,410.5uJy/beam@10km/s,26uJy/beam@native, XX YY] U [227.14..229.00GHz,7812.01kHz,409.2uJy/beam@10km/s,26.1uJy/beam@native, XX YY] U [239.80..241.67GHz,7812.01kHz,400.9uJy/beam@10km/s,26.2uJy/beam@native, XX YY] U [241.50..243.36GHz,7812.01kHz,438uJy/beam@10km/s,28.8uJy/beam@native, XX YY]",A001:DA44 A007:DV05 A008:DV07 A011:DV21 A015:DA64 A016:DV11 A022:DV23 A023:DA42 A024:DA49 A027:DV06 A033:DA53 A035:DA43 A042:DV08 A043:DA60 A044:DV03 A045:DV01 A047:DV15 A049:DA47 A060:DV17 A062:DV10 A066:DV04 A068:DA65 A069:DV16 A070:DA48 A072:DV20 A073:DA54 A074:DV09 A075:DV18 A076:DA59 A082:DA52 A083:DV22 A085:DA63 A086:DV25 A087:DV14 A088:DV24 A089:DA57 A090:DA58 A091:DA56 A092:DV12 A093:DV19 A094:DA61 A096:DA46 A101:DA51 A104:DV02 A105:DA50 A108:DA55 A111:DV13 A134:DA45 A135:DA62
J0201.0-0648,6,0.974147,J0201.0-_a_06_TM1,10259.069316356838,0.28937731408057144,30.276862499943046,-6.81551666667194,0.007297060818318483,514.08,58424.058915,0.029683790975991015,0.955899745423033,2019-11-09,1875000000.0,227.42880730074037,"[213.16..215.03GHz,7812.01kHz,939.5uJy/beam@10km/s,58uJy/beam@native, XX YY] U [214.86..216.73GHz,7812.01kHz,936.6uJy/beam@10km/s,58uJy/beam@native, XX YY] U [226.50..228.36GHz,7812.01kHz,955.9uJy/beam@10km/s,60.8uJy/beam@native, XX YY] U [228.30..230.16GHz,7812.01kHz,953uJy/beam@10km/s,60.9uJy/beam@native, XX YY]",A001:DA44 A007:DV05 A008:DV07 A011:DV21 A015:DA64 A016:DV11 A023:DA42 A024:DA49 A027:DV06 A033:DA53 A035:DA43 A042:DV08 A043:DA60 A044:DV03 A045:DV01 A047:DV15 A049:DA47 A060:DV17 A062:DV10 A066:DV04 A068:DA65 A069:DV16 A070:DA48 A073:DA54 A074:DV09 A075:DV18 A076:DA59 A082:DA52 A085:DA63 A086:DV25 A087:DV14 A089:DA57 A090:DA58 A091:DA56 A092:DV12 A093:DV19 A094:DA61 A096:DA46 A101:DA51 A104:DV02 A105:DA50 A108:DA55 A111:DV13 A134:DA45 A135:DA62
HE_0412-0803,6,1.7422123,HE_0412-_a_06_TM1,1517.3655731554347,0.24173373900877754,63.719403432228916,-7.927690996792663,0.007015777124993608,604.799,59745.706293,0.046176713009241734,1.463773944383011,2023-07-06,2000000000.0,224.48423501301545,"[221.17..223.05GHz,1128.91kHz,1.4mJy/beam@10km/s,89.6uJy/beam@native, XX YY] U [223.49..225.48GHz,31250.00kHz,1.4mJy/beam@10km/s,87.3uJy/beam@native, XX YY] U [236.01..238.00GHz,31250.00kHz,1.5mJy/beam@10km/s,96.9uJy/beam@native, XX YY] U [237.94..239.93GHz,31250.00kHz,1.5mJy/beam@10km/s,96.8uJy/beam@native, XX YY]",A001:DA57 A002:DA52 A007:DV04 A008:DV24 A011:DV25 A015:DV21 A016:DA61 A022:DV02 A023:DA47 A024:DV06 A027:DV03 A033:DV01 A035:DA63 A042:DA60 A043:DA55 A044:DV12 A045:DA58 A047:DA42 A049:DA44 A058:DA64 A060:DV20 A062:DA65 A066:DA62 A068:DA54 A070:DA48 A070:DA51 A072:DA53 A073:DA41 A073:DA43 A074:DV09 A075:DA59 A075:DV09 A076:DA48 A076:DA51 A082:DA41 A082:DV22 A083:DV18 A083:DV22 A085:DA56 A085:DA59 A086:DV13 A086:DV17 A087:DV05 A087:DV23 A088:DV11 A089:DA52 A090:DV17 A091:DA61 A091:DV14 A092:DV13 A092:DV18 A093:DV05 A093:DV07 A094:DV14 A094:DV16 A096:DA45 A097:DV24 A101:DV08 A101:DV15 A104:DA45 A104:DA57 A105:DA46 A105:DV15 A108:DA50 A111:DV08 A111:DV19 
J1336.0+0304,6,0.31190303,J1336.0+_a_06_TM1,9722.553504562646,0.10505969470764416,203.9510374999718,2.99892500000044,0.006920243847713669,5080.32,58708.853394,0.013798768148931917,0.41073771874374104,2021-01-02,1875000000.0,240.09482175960068,"[224.73..226.60GHz,7812.01kHz,448.1uJy/beam@10km/s,28.4uJy/beam@native, XX YY] U [226.55..228.41GHz,7812.01kHz,446.7uJy/beam@10km/s,28.4uJy/beam@native, XX YY] U [239.16..241.03GHz,7812.01kHz,410.7uJy/beam@10km/s,26.8uJy/beam@native, XX YY] U [240.86..242.73GHz,7812.01kHz,409.7uJy/beam@10km/s,26.9uJy/beam@native, XX YY]",A001:DA44 A007:DV05 A007:DV21 A008:DV07 A015:DV25 A016:DV11 A022:DV23 A023:DA42 A027:DV06 A027:DV17 A033:DA53 A035:DA43 A042:DV05 A042:DV08 A043:DA60 A044:DV03 A045:DV01 A047:DV15 A049:DA47 A058:DA41 A060:DA47 A060:DV17 A066:DA54 A066:DV04 A068:DA65 A069:DA45 A069:DV16 A070:DA48 A070:DA59 A072:DA53 A072:DV20 A073:DV23 A074:DV09 A075:DA56 A075:DV18 A076:DA59 A076:DA62 A082:DA52 A082:DA60 A083:DA51 A083:DV22 A085:DA52 A085:DA63 A086:DV22 A086:DV25 A087:DV14 A087:DV18 A088:DV11 A088:DV24 A089:DA57 A089:DV16 A090:DA58 A090:DV13 A091:DA56 A091:DA61 A092:DV12 A093:DV03 A093:DV19 A094:DV14 A096:DA46 A096:DA50 A101:DA51 A101:DA65 A104:DA43 A104:DV02 A105:DA50 
