ALMA_source_name,Obs.date,ID
J1215+1654,2016-06-24,uid://A002/X5d9e5c/X64
J1851+0035,2020-07-04,uid://A001/X879/X152
J1359+0159,2019-06-10,uid://A001/X12d1/X32d
AM_2055-425,2019-09-27,uid://A001/X1296/X776
C210210,2018-02-23,uid://A001/X879/X187
Titan,2016-06-03,uid://A001/X121/X2da
J1540+1447,2019-01-31,uid://A001/X12fc/X12a
J2258-2758,2020-01-29,uid://A001/X1296/X77a
AM_2038-382,2019-12-27,uid://A001/X1296/X76a
AM_1300-233,2019-11-05,uid://A001/X1296/X766
TW_Hya,2020-01-18,uid://A001/X88f/X283
G012.81-00.20,2023-06-15,uid://A001/X15a9/X1043
J1851+0035,2019-12-19,uid://A001/X133d/X2520
J0038-2459,2020-02-18,uid://A001/X1284/Xf9b
J0006-0623,2021-01-11,uid://A001/X1465/X280
J1332-0509,2023-03-22,uid://A001/X15bc/X412
J0334-4008,2016-07-31,uid://A002/X5a9a13/X7e0
J1102+2757,2021-03-12,uid://A001/X1465/X2bb1
PN_M2-9,2019-03-07,uid://A001/X889/X2c5
J1107-4449,2015-06-19,uid://A002/X5d7935/Xd7
J0725-0054,2021-01-10,uid://A001/X1458/X1d5
C110509,2018-03-21,uid://A001/X879/X177
J1752-2956,2019-10-18,uid://A001/X879/X15e
J0948+0022,2018-03-22,uid://A001/X879/X173
J0006-0623,2019-11-07,uid://A001/X133d/X1203
Circumnuclear_Disk,2016-10-16,uid://A001/X121/X2de
J0006-0623,2018-02-17,uid://A001/X87c/X618
J2036-2830,2020-10-29,uid://A001/X133d/X1222
T_Mic,2020-10-18,uid://A001/X133d/X1217
AT2018cow,2019-01-06,uid://A001/X12fc/X117
J1512+0203,2021-01-28,uid://A001/X1465/X274
J0334-4008,2021-03-11,uid://A001/X1465/X288
NGC0628,2024-05-12,uid://A001/X2d20/X2cf1
GY_Aql,2020-10-26,uid://A001/X133d/X123e
IM_Lup,2016-08-07,uid://A001/X121/X2c9
J2323-0317,2023-09-09,uid://A001/X15a9/Xdf4
J1924-2914,2019-11-21,uid://A001/X133d/X1240
J1336-3357,2019-12-14,uid://A001/X1288/Xbc6
J0750+1231,2018-02-17,uid://A001/X889/X2dc
GRB190829A,2021-06-30,uid://A001/X1458/X1f3
J1107-4449,2019-01-26,uid://A001/X87d/X2a
Centaurus_A,2018-10-20,uid://A001/X11a7/X14
J1308-6707,2016-08-03,uid://A002/X5d7935/Xd5
J1256-0547,2018-07-06,uid://A001/X87c/X56e
AM_1158-333,2019-09-11,uid://A001/X12a3/Xc7
J1751+0939,2020-08-02,uid://A001/X879/X14e
J1911-201,2016-10-28,uid://A001/X121/X2fc
J0635-7516,2017-04-30,uid://A002/X996c88/X3a
J0541-0211,2020-06-28,uid://A001/X1292/X120
Uranus,2020-10-22,uid://A002/X9a055b/X20
J2036-2830,2020-11-01,uid://A001/X133d/X120c
Circumnuclear_Disk,2016-12-16,uid://A001/X121/X2e7
G232.620+0.996,2024-02-02,uid://A001/X1590/X2a25
J1550+0527,2019-01-20,uid://A001/X12fc/X11a
J1424-6807,2018-05-20,uid://A001/X87c/X53a
J0538-4405,2023-09-09,uid://A001/X15a9/Xe13
J0438+3004,2018-02-10,uid://A001/X889/X2eb
J0854+2006,2018-09-21,uid://A001/X879/X144
AFGL_618,2019-03-09,uid://A001/X889/X2cc
NGC_7727,2019-12-27,uid://A001/X1296/X732
J1524-5903,2019-05-24,uid://A001/X12d1/X374
W75N,2019-05-22,uid://A001/X12d1/X347
W49N,2018-05-25,uid://A001/X879/X156
QSO J0224+0659,2018-07-07,uid://A001/X87d/X73
J0423-0120,2017-02-05,uid://A002/X996c88/X52
J0334-4008,2024-02-01,uid://A001/X2d1f/X299
AM_2038-382,2019-09-11,uid://A001/X1296/X76e
J1733-130,2015-09-23,uid://A001/X121/X2ea
J1037-2934,2018-11-03,uid://A001/X88f/X281
J2056-4714,2015-09-27,uid://A001/X121/X2b2
Callisto,2018-03-01,uid://A001/X88f/X250
J0143-3200,2022-12-10,uid://A001/X1590/X2a06
J1337-6509,2018-04-21,uid://A001/X87c/X53e
NGC_7252,2019-12-27,uid://A001/X1296/X782
J0423-0120,2022-10-26,uid://A001/X14c3/X5f0
J0423-0120,2023-10-20,uid://A001/X133d/X10d1
J1524-5903,2019-06-21,uid://A001/X12d1/X377
Transient_Black_Hole_X-ray_Binary,2019-07-27,uid://A001/X12d1/X37a
J1018-3123,2021-02-13,uid://A001/X1465/X2a0
Sun,2018-07-06,uid://A001/X87c/X576
J2223-3137,2022-08-12,uid://A001/X14c3/X751
J1744-3116,2015-12-06,uid://A001/X121/X2dc
NGC_7135,2019-09-11,uid://A001/X1296/X77e
J1832-1035,2020-02-20,uid://A001/X133d/X250e
J1610-3958,2016-03-26,uid://A001/X121/X2cb
J1337-1257,2020-10-22,uid://A001/X13c5/X6d
J1226+1352,2019-10-21,uid://A001/X1288/Xbba
J2056-4714,2019-06-15,uid://A001/X12d1/X365
J0006-0623,2021-06-30,uid://A001/X1458/X1f0
AM_0956-282,2019-09-28,uid://A001/X1296/X72e
J2123+0535,2022-09-20,uid://A001/X14c3/X720
NGC_1433,2021-03-19,uid://A001/X13b3/Xa9
J1619+2247,2019-01-07,uid://A001/X12fc/X127
J1058+0133,2018-03-21,uid://A001/X879/X16f
J1058+0133,2021-01-28,uid://A001/X1465/X26a
M83,2017-12-20,uid://A001/X88f/X249
J1751+0939,2020-02-08,uid://A001/X133d/X2518
J2258-2758,2020-01-16,uid://A001/X1284/Xf9d
G358.93,2020-02-23,uid://A001/X13b3/Xdc
J0522-3627,2017-12-23,uid://A001/X88f/X25b
J1744-3116,2019-11-10,uid://A001/X13b3/Xd0
J0510+1800,2020-02-01,uid://A001/X133d/X10bf
208273,2020-09-03,uid://A001/X133d/X10e7
J1744-3116,2019-11-10,uid://A001/X13b3/Xd8
J0541-0541,2020-03-08,uid://A001/X1292/X148
NGC_7727,2019-09-21,uid://A001/X1296/X736
J2134-0153,2022-10-05,uid://A001/X14c3/X71c
NGC_5921,2021-01-11,uid://A001/X1465/X278
HH212,2017-12-06,uid://A001/X88f/X259
J0519-4546,2021-01-28,uid://A001/X1465/X286
J2258-2758,2022-08-24,uid://A001/X14c3/X5e7
J1524-5903,2019-07-09,uid://A001/X12d1/X368
J1751+0939,2019-12-14,uid://A001/X879/X150
J0509+0541,2022-10-15,uid://A001/X14c3/X73d
J1751+0939,2020-08-20,uid://A001/X133d/X252e
J1123-6417,2023-09-28,uid://A001/X1590/X2a3a
J0334-4008,2024-01-31,uid://A001/X2d1f/X295
IRAS16562-3959_OFF_0,2023-06-15,uid://A001/X15a9/X1037
DR_Ser,2022-12-15,uid://A001/X1590/X2a02
G018.82-00.28,2020-02-15,uid://A001/X133d/X250a
Circumnuclear_Disk,2017-01-14,uid://A001/X121/X2f7
NGC_1566,2020-07-26,uid://A001/X13b3/Xa5
NGC_1566,2020-07-25,uid://A001/X13b3/Xa1
J0542-0913,2019-11-19,uid://A001/X1292/X122
Circumnuclear_Disk,2017-01-12,uid://A001/X121/X2f0
J1256-0547,2020-10-22,uid://A002/X9a055b/X26
J1851+0035,2020-02-25,uid://A001/X133d/X2526
J0750+1231,2021-03-02,uid://A001/X1465/X2c9c
G028.67+00.13,2021-07-31,uid://A001/X133d/X252a
J1534-3526,2015-08-25,uid://A001/X121/X2bd
J0750+1231,2021-01-16,uid://A001/X1465/X2ca0
AM_1255-430,2019-09-29,uid://A001/X1296/X75e
NGC_3597,2019-09-23,uid://A001/X1296/X74e
J1924-2914,2018-07-12,uid://A001/X886/X149
J1351-2912,2018-10-09,uid://A001/X88f/X243
J1751+0939,2020-01-16,uid://A001/X133d/X2528
J1058+0133,2019-11-27,uid://A001/X13c5/X3e
J1924-2914,2019-11-08,uid://A001/X13b3/Xd4
G305.136+0.068,2016-12-02,uid://A002/X9a055b/X58
AM_0612-373,2019-09-07,uid://A001/X1296/X746
J0143-3200,2023-05-05,uid://A001/X1590/X2a08
Titan,2016-10-01,uid://A001/X144/X1d8
NGC_7252,2019-09-15,uid://A001/X1296/X786
J2232+1143,2017-07-26,uid://A001/X2d6/X65
J0217+0144,2022-09-24,uid://A001/X14c3/X5f3
AM_2246-490,2019-09-13,uid://A001/X1296/X78e
Uranus,2020-10-22,uid://A002/X9a055b/X29
G034.43+00.24,2020-07-08,uid://A001/X133d/X2532
J0948+0022,2020-07-09,uid://A001/X133d/X36f2
J1924-2914,2018-01-12,uid://A001/X33e/X204
G196.454-1.677,2023-09-07,uid://A001/X1590/X2a2b
S05,2023-06-07,uid://A001/X1465/X1c0
M83,2017-12-02,uid://A001/X88f/X217
J1751+0939,2017-11-13,uid://A001/X87c/X505
Lh05,2021-07-01,uid://A001/X1465/X1bc
J1517-2422,2020-12-18,uid://A001/X142c/X16b
G323.77-0.21,2023-08-30,uid://A001/X1590/X2a46
650895,2020-07-02,uid://A001/X133d/X36ee
J0948+0022,2020-06-22,uid://A001/X133d/X10f7
J2025-0735,2022-09-17,uid://A001/X14c3/X5c8
NGC3504,2018-11-29,uid://A001/X1288/Xba6
J2253+1608,2022-10-28,uid://A001/X14c3/X5c2
J1650-5044,2020-06-24,uid://A001/X12a2/X227
J0334-401,2016-11-08,uid://A002/X5a9a13/X7b7
PKS0034-01,2021-02-18,uid://A001/X1465/X1d67
ad3a-22384,2023-07-01,uid://A001/X15bf/X114
J0529-0519,2025-01-11,uid://A001/X2d20/X3f39
J0519-4546,2019-12-20,uid://A001/X1296/X9fd
J2258-2758,2022-09-24,uid://A001/X14c3/X5aa
SgrA,2024-10-25,uid://A001/X35f4/Xda
J1010-0200,2020-07-09,uid://A001/X133d/X226e
J0956+2515,2020-01-03,uid://A001/X133d/X35a0
J1326-5256,2023-03-17,uid://A001/X15a1/X249
J1058+0133,2021-01-11,uid://A001/X1465/X1d36
J0854+2006,2021-01-18,uid://A001/X1465/X1d32
Titan,2016-11-03,uid://A001/X13d/X87
J0238+1636,2021-01-18,uid://A001/X1465/X1d22
ISO126,2016-10-19,uid://A001/X121/X33d
J1733-1304,2021-01-17,uid://A001/X136d/X1b9
Titan,2016-02-25,uid://A001/X144/Xb0
J1517-2422,2023-08-03,uid://A001/X1590/X2a76
J1517-2422,2019-04-01,uid://A001/X88f/X227
c20_c4a,2023-09-26,uid://A001/X1590/X2a74
J1157+1638,2019-12-31,uid://A001/X133d/X10b1
806520,2020-07-04,uid://A001/X133d/X36fe
G39.100+0.491,2023-09-19,uid://A001/X1590/X2a5e
G58.775+0.644,2023-09-02,uid://A001/X1590/X2a4f
J1011+0106,2018-11-03,uid://A001/X87c/X527
G30.780+0.230,2024-03-02,uid://A001/X1590/X2a61
G23.389+0.185,2024-03-03,uid://A001/X1590/X2a64
J1058+0133,2020-09-12,uid://A001/X133d/X36fa
J0423-0120,2020-01-10,uid://A001/X133d/X23ca
Titan,2018-05-22,uid://A001/X88f/X22f
IRAS16293_AB,2015-07-29,uid://A001/X11f/Xb0
G52.663-1.092,2023-08-22,uid://A001/X1590/X2a52
AS2COS0100.1,2023-08-05,uid://A001/X15a2/X9b6
J2000-1748,3000-01-01,uid://A001/X12fc/X145
J2000-1748,3000-01-01,uid://A001/X12fc/X147
J2035+1056,2019-11-06,uid://A001/X133d/X23c4
G73.060+1.800,2023-08-25,uid://A001/X1590/X2a58
J1037-2934,2023-05-05,uid://A001/X15a2/X9b2
IRAS16293_B,2016-08-01,uid://A001/X11f/Xb4
hd163296,2018-04-27,uid://A001/X87c/X503
J1229+0203,2016-04-02,uid://A001/X144/Xa6
PSS2322+1944,2019-06-18,uid://A001/X12d1/X329
J0854+2006,2019-06-13,uid://A001/X12d1/X319
J1058+0133,2019-01-31,uid://A001/X1288/Xba8
J0423-0120,2019-12-07,uid://A001/X12d1/X331
J0339-0146,2017-01-25,uid://A001/X121/X392
J1427-4206,2023-03-10,uid://A001/X15a1/X24d
J1337-1257,2024-05-03,uid://A001/X35f4/Xf0
J1650-5044,2020-09-20,uid://A001/X133d/X229b
J2035+1056,2023-10-24,uid://A001/X2d20/X3f0c
J1159+0954,2018-01-26,uid://A001/X889/X215
J1733-1304,2024-11-02,uid://A001/X35f4/Xd4
SgrA,2024-05-02,uid://A001/X35f4/Xce
J0117-2111,2018-01-24,uid://A001/X889/X207
J1650-5044,2020-11-09,uid://A001/X133d/X2295
J1129p1846,2021-01-14,uid://A001/X1465/X1d3a
J0239-0234,2025-04-22,uid://A001/X2d20/X3f3f
J2258-2758,2019-03-05,uid://A001/X131c/X183
J0238+166,2016-02-24,uid://A001/X121/X326
J0334-4008,2016-02-26,uid://A001/X121/X32e
J0057+3021,2019-10-03,uid://A001/X1288/Xbdb
J0510+1800,2020-07-26,uid://A001/X133d/X10c6
G359.61-0.24,2023-08-26,uid://A001/X1590/X2a4c
J0239-0234,2016-09-05,uid://A001/X121/X420
J0100_CO109,2019-02-13,uid://A001/X1288/Xbd7
J0100_CO76,2019-01-06,uid://A001/X1288/Xbd3
J1246-0730,2021-06-26,uid://A001/X1465/X1b1
J1924-2914,2020-12-05,uid://A001/X142c/X189
Titan,2019-03-26,uid://A001/X88f/X231
J2024+2736,2023-06-14,uid://A001/X1590/X2a55
J1744-3116,2020-12-18,uid://A001/X142c/X183
J2253+1608,2020-02-19,uid://A001/X133d/X23c2
IRAS16293_B,2016-08-01,uid://A001/X11f/Xb8
J0550+2326,2023-09-05,uid://A001/X1590/X2a2e
J1351-2912,2018-10-09,uid://A001/X88f/X211
J1924-2914,2020-12-18,uid://A001/X142c/X15f
J1329-5608,2023-06-24,uid://A001/X1590/X2a43
G10.47+0.03,2024-02-01,uid://A001/X1590/X2a49
J0948+0022,2020-06-27,uid://A001/X133d/X10ef
J1229+0203,2019-06-18,uid://A001/X12d1/X325
256703,2020-07-01,uid://A001/X133d/X10f3
J1427-4206,2019-09-18,uid://A001/X12a2/X225
J0854+2006,2019-06-27,uid://A001/X12d1/X31d
N63A_C_OFF_0,2023-09-15,uid://A001/X15a9/Xe0f
J0956+2515,2015-08-05,uid://A001/X13a/Xd
3C279,2024-05-03,uid://A001/X35f4/Xf6
3C279,2024-05-03,uid://A001/X35f4/Xf9
J1537+2300,2017-06-17,uid://A001/X2d6/X3d
IRAS_18176-1848,2023-10-12,uid://A001/X2d20/X3f12
J1733-1304,2024-05-04,uid://A001/X35f4/Xe3
J0334-4008,2021-02-28,uid://A001/X1465/X1d63
J1924-2914,2021-01-18,uid://A001/X1465/X1d3e
J1256-0547,2024-05-16,uid://A001/X2d20/Xe94
SgrA,2024-05-02,uid://A001/X35f4/Xcb
J1427-4206,2024-05-02,uid://A001/X35f4/Xc8
J0238+166,2016-11-18,uid://A001/X121/X386
Uranus,2016-11-27,uid://A001/X121/X38a
J1816-3052,2020-11-02,uid://A001/X136d/X1d1
J0218p0007,2021-01-10,uid://A001/X1465/X1d16
J1215-1731,2023-04-13,uid://A001/X15b3/X1c
hd_53143,2020-08-09,uid://A001/X136d/X1b3
J0519-4546,2021-03-27,uid://A001/X136d/X1c7
J1617-5848,2016-09-04,uid://A001/X13d/X6e
J1617-5848,2023-12-08,uid://A001/X3577/X6b9
NGC1512,2024-05-17,uid://A001/X2d20/X2d01
7598,2016-11-12,uid://A002/X95de6f/X5f
J0948+0022,2020-09-05,uid://A001/X133d/X36f6
J1517-2422,2019-04-01,uid://A001/X88f/X213
J0423-0120,2015-08-19,uid://A001/X121/X424
Callisto,2016-03-28,uid://A001/X144/Xa2
J2253+1608,2021-04-24,uid://A001/X14c3/X5bf
J1303-5540,2020-06-23,uid://A001/X12a2/X213
J2253+1608,2021-04-29,uid://A001/X14c3/X5c5
SgrA,2024-05-05,uid://A001/X35f4/Xe6
Nessie_F2,2020-09-05,uid://A001/X133d/X229d
J1427-4206,2024-05-11,uid://A001/X35f4/Xd7
J1517-2422,2017-02-11,uid://A001/X13d/X66
J1256-0547,2016-02-18,uid://A001/X121/X32a
M83,2018-03-15,uid://A001/X88f/X22b
Titan,2018-10-09,uid://A001/X88f/X21b
J0406-3826,2024-09-21,uid://A001/X2d20/X2cff
J1256-0547,2024-04-14,uid://A001/X3578/X10f
system_D1_T1,2020-09-04,uid://A001/X133d/X23b0
G339.62-0.12,2023-08-24,uid://A001/X1590/X2a3d
J0607-0834,2020-01-15,uid://A001/X133d/X36df
J0510+180,2015-07-30,uid://A002/X5a9a13/X7c3
L483,2015-04-29,uid://A002/X5a9a13/X7c7
J0538-4405,2023-10-21,uid://A001/X2d20/X3f1b
J1337-6509,2023-10-26,uid://A001/X2d20/X3f1e
J1427-4206,2023-03-10,uid://A001/X15a1/X245
J1256-0547,2024-07-31,uid://A001/X2d20/Xe7a
J1014+2301,2021-01-10,uid://A001/X1465/X1d12
ngc4273,2024-06-01,uid://A001/X2d20/Xe5c
J1517-2422,2023-04-20,uid://A001/X15b3/X24
ngc4223,2024-06-08,uid://A001/X2d20/Xe48
G43.149+0.013,2023-10-10,uid://A001/X1590/X2a5b
J1427-4206,2018-02-14,uid://A001/X88f/X239
G331.13-0.24,2023-08-22,uid://A001/X1590/X2a40
J1625-2527,2015-07-25,uid://A001/X11f/Xac
MonR2_OFF_0,2020-02-19,uid://A001/X133d/X36e3
J1625-2527,2015-11-13,uid://A001/X11f/Xa8
J1337-1257,2024-05-03,uid://A001/X35f4/Xf3
J0525m2406,2021-01-14,uid://A001/X1465/X1d2e
ngc4343,2024-07-10,uid://A001/X2d20/Xe88
J0319m1008,2021-01-17,uid://A001/X1465/X1d26
J1256-0547,2024-10-26,uid://A001/X2d20/Xe54
J0431+1731,2020-01-23,uid://A001/X133d/X10b9
J1924-2914,2020-12-18,uid://A001/X142c/X19b
J1058+0133,2021-04-02,uid://A001/X14c3/X5fc
J1517-2422,2019-04-01,uid://A001/X88f/X21d
M83,2018-02-24,uid://A001/X88f/X23f
J1924-2914,2020-09-17,uid://A001/X133d/X23d9
J0948+0022,2020-07-04,uid://A001/X133d/X10fb
J0601-7036,2023-10-07,uid://A001/X15a9/Xe0d
Cen_A,2023-03-23,uid://A001/X15bc/X427
J0006-0623,2018-07-14,uid://A001/X124a/X17
J2101+0341,2023-10-06,uid://A001/X2d20/X3f0f
J0423-0120,2022-09-16,uid://A001/X14c3/X5a1
J1224+0330,2024-04-24,uid://A001/X2d20/Xe90
J0238+166,2016-02-09,uid://A001/X121/X382
ngc4300,2024-06-02,uid://A001/X2d20/Xe6c
J1222+0413,2024-06-08,uid://A001/X2d20/Xe46
J1427-4206,2018-03-01,uid://A001/X88f/X225
J1351-2912,2019-04-01,uid://A001/X88f/X23b
J1733-1304,2015-09-12,uid://A001/X11f/Xc6
J1924-2914,2020-12-18,uid://A001/X142c/X17d
G305.7994-0.2445,2019-11-25,uid://A001/X12a2/X217
J0423-0120,2023-10-26,uid://A001/X15a1/X241
J0253-5441,2021-01-14,uid://A001/X1465/X1d1e
J0430m1445,2021-01-11,uid://A001/X1465/X1d2a
J1058+0133,2024-06-19,uid://A001/X2d20/Xe4c
J1744-3116,2020-12-18,uid://A001/X142c/X18f
J1229+0203,2017-01-22,uid://A001/X121/X40a
J1744-3116,2020-12-05,uid://A001/X142c/X177
J0856+2111,2019-02-26,uid://A001/X1288/Xbf9
J0948+0022,2020-06-28,uid://A001/X133d/X10eb
J2253+1608,2022-08-26,uid://A001/X14c3/X5cb
J1229+0203,2019-02-23,uid://A001/X1284/Xc89
J1427-4206,2024-05-04,uid://A001/X35f4/Xe0
AS_209,2020-11-01,uid://A001/X136d/X1d5
HD_142527,2016-10-31,uid://A001/X13d/X72
M83,2018-10-06,uid://A001/X88f/X221
HH_111_OFF_0,2020-03-04,uid://A001/X133d/X10c8
J1332+0200,2021-03-28,uid://A001/X1465/X1b5
J1011+0106,2018-09-07,uid://A001/X87c/X51f
M83,2018-05-03,uid://A001/X88f/X235
J2258-2758,2020-09-10,uid://A001/X133d/X23d3
J1924-2914,2020-12-11,uid://A001/X142c/X171
J2148+0657,2021-03-24,uid://A001/X14c3/X5ce
J0423-0120,2021-04-17,uid://A001/X1465/X2bcc
J0538-4405,2021-05-21,uid://A001/X1465/X2bce
J1427-4206,2024-05-04,uid://A001/X35f4/Xdd
J0536-3401,2018-01-26,uid://A001/X889/X211
ugc07387,2024-06-22,uid://A001/X2d20/Xe66
ngc4260,2024-06-19,uid://A001/X2d20/Xe56
J1743-0350,2024-05-14,uid://A001/X1465/X1c6
J1229+0203,2016-03-26,uid://A001/X144/Xaa
SMMJ04431+0210,2019-06-26,uid://A001/X12d1/X335
J1512-6553,2022-01-12,uid://A001/X14f9/Xb
Nessie_F1,2020-12-14,uid://A001/X133d/X2297
Horsehead,2021-01-30,uid://A001/X1465/X2bd0
J2253+1608,2022-08-30,uid://A001/X14c3/X5da
J0019+2602,2022-08-30,uid://A001/X14c3/X5d1
J1307-5019,2020-08-13,uid://A001/X13c5/X22
J1924-2914,2020-12-05,uid://A001/X142c/X195
J0426+2327,2020-02-20,uid://A001/X133d/X23c8
J0854+2006,2018-11-08,uid://A001/X1288/Xbf5
J1256-0547,2020-10-22,uid://A001/X147/X34e
J2157-6941,2019-07-11,uid://A001/X131c/X17f
NGC1097,2016-08-25,uid://A001/X147/X350
J1717-3342,2024-05-01,uid://A001/X35f4/Xd1
J2211m6320,2021-01-16,uid://A001/X1465/X1d42
J1924-2914,2022-10-25,uid://A001/X14c3/X5b3
J0006-0623,2021-01-15,uid://A001/X1465/X1d1a
ngc4235,2024-05-10,uid://A001/X2d20/Xe42
J0750+1231,2018-11-08,uid://A001/X1288/Xbf1
J1058+0133,2018-11-16,uid://A001/X1288/Xbfd
ngc4309,2024-06-13,uid://A001/X2d20/Xe76
HATLASJ121908.7-010159,2015-03-17,uid://A002/X75fbd6/X8d
PKS1932-46,2021-02-18,uid://A001/X1465/X1d9f
J1337-1257,2020-07-29,uid://A001/X133d/X224e
HATLAS_RED_962,2021-04-07,uid://A001/X14c3/X65a
21074,2018-02-11,uid://A001/X879/X237
26885,2018-02-13,uid://A001/X879/X233
J2253+1608,2022-09-02,uid://A001/X14c3/X654
J2253+1608,2022-09-23,uid://A001/X14c3/X63b
J1058+0133,2018-08-24,uid://A001/X879/X248
J1617-5848,2022-10-20,uid://A001/X133d/X355f
J0006-0623,2018-07-29,uid://A001/X87c/X136
HATLAS_RED_1982,2022-07-16,uid://A001/X14c3/X666
PKS0442-28,2021-03-02,uid://A001/X1465/X1d7f
J1914+1636,2022-07-06,uid://A001/X1583/X67
J1826-2924,2018-01-21,uid://A001/X33e/X1e1
J1924-2914,2022-08-06,uid://A001/X1583/X6a
J0326-3243,2019-07-13,uid://A001/X879/X25a
HATLAS_RED_1188,2022-07-12,uid://A001/X14c3/X679
ad3a-26024,2023-06-23,uid://A001/X15bf/X118
IRAS16293-2422,2017-10-21,uid://A001/X5a3/Xef
PKS0945+07,2021-02-22,uid://A001/X1465/X1d87
J0529-7245,2019-12-26,uid://A001/X1296/X9f5
IRAS_13157-6421,2024-01-05,uid://A001/X2d20/X3ed4
Serpens_Main_850_02,2022-09-23,uid://A001/X1465/X2eda
J0725-2640,2023-10-10,uid://A001/X2d20/X3ed1
J1312-0424,2018-02-13,uid://A001/X88e/Xc2
IRAS_18176-1848,2023-10-12,uid://A001/X2d20/X3ec8
J0205+3212,2021-06-16,uid://A001/X14ed/X61
HK_Tau_B,2018-12-19,uid://A001/X126d/X104
J1820-2528,2024-10-17,uid://A001/X2d20/X2bb6
J0722-3038,2022-10-24,uid://A001/X1465/X2ec6
J1924-2914,2018-02-10,uid://A001/X88e/Xf6
J1008+0029,2018-09-09,uid://A001/X886/X240
IRAS_18182-1433,2018-08-13,uid://A001/X88e/Xfb
J1825-0737,2022-12-16,uid://A001/X88e/Xf9
G35.20-0.74_N,2021-01-21,uid://A001/X88e/Xf4
J0334-401,2016-10-31,uid://A001/X121/X1af
J1744-3116,2023-10-13,uid://A001/X2d20/X3ef2
G331.372-00.116,2017-01-13,uid://A001/X197/X6
G335.579-0.272,2018-02-13,uid://A001/X88e/Xec
G11.1-0.12,2019-03-01,uid://A001/X88e/Xfe
ZC-415876,2021-04-06,uid://A001/X1465/X2ea7
J1150+2417,2018-03-21,uid://A001/X87d/Xa8c
G10.62-0.38,2018-05-25,uid://A001/X88e/X100
J1744-3116,2019-05-10,uid://A001/X88f/X122
J1716-4702,2021-02-28,uid://A001/X88e/Xef
J1733-1304,2019-05-17,uid://A001/X88f/X12e
NGC_6334_I_N,2019-02-27,uid://A001/X88e/Xf1
Wolf_359,2023-07-27,uid://A001/X15bf/X143
J1331-0341,2021-01-14,uid://A001/X133d/X2217
J2253+1608,2022-07-20,uid://A001/X14c3/X670
HATLASJ144129.5-000901,2015-05-12,uid://A002/X75fbd6/X91
HATLASJ085616.0+005237,2015-03-19,uid://A002/X75fbd6/X89
J0006-0623,2019-12-12,uid://A001/X133d/X2225
J0522-3627,2019-05-28,uid://A001/X879/X205
J1337-1257,2018-02-10,uid://A001/X87c/X179
J2226+0052,2019-04-20,uid://A001/X1296/X9b0
J1823-2726,2020-10-30,uid://A001/X133d/X352a
J1203-1612,2018-10-10,uid://A001/X879/X224
J0422-0643,2020-08-09,uid://A001/X133d/X2205
SMMJ02399-0136,2017-10-20,uid://A001/X33e/X1af
J1516+0701,2017-12-08,uid://A001/X33e/X1c6
J0112+3208,2018-09-05,uid://A001/X87c/X163
J0237+2848,2018-10-17,uid://A001/X87c/X169
J0948+0022,2020-01-09,uid://A001/X133d/X2272
J2330-3724,2022-10-11,uid://A001/X14c3/X63e
J0539+1433,2019-09-21,uid://A001/X1296/X9c9
J1037-2934,2015-05-08,uid://A002/X75fbd6/X79
J1832+1357,2022-09-15,uid://A001/X1583/X5f
J0529-7245,2019-10-01,uid://A001/X1296/X9f9
V1674Her,2022-08-04,uid://A001/X1583/X5c
J1751+0939,2019-04-09,uid://A001/X88f/X19f
J0519-454,2016-08-17,uid://A002/X75fbd6/X2e
J0725-0054,2021-03-06,uid://A001/X1465/X1d83
J1058+0133,2018-08-18,uid://A001/X879/X254
J0529-7245,2019-12-20,uid://A001/X1296/X9f1
J0538-4405,2023-10-14,uid://A001/X15bf/X131
J2148+0657,2018-07-22,uid://A001/X87c/X146
J2357-5311,2015-08-25,uid://A002/X5ce05d/X1d6
Callisto,2018-05-23,uid://A001/X879/X23f
spt2052,2018-04-21,uid://A001/X879/X286
J0423-0120,2023-09-02,uid://A001/X1583/X21
J0329-2357,2019-06-29,uid://A001/X87c/X222
Serpens_Main_850_09,2022-10-05,uid://A001/X1465/X2ed7
J0242+1101,2022-08-18,uid://A001/X1583/X2d
J0854+2006,2019-08-29,uid://A001/X12d1/X284
J0006-0623,2018-02-24,uid://A001/X879/X29b
J0334-401,2015-12-16,uid://A001/X121/X1ab
IRAS_18034-2441,2023-10-13,uid://A001/X2d20/X3ece
J1337-1257,2024-10-31,uid://A001/X2d20/Xce6
ngc5068,2024-07-11,uid://A001/X2d20/Xce8
G33.92+0.11_Hub3,2024-10-27,uid://A001/X2d20/Xcac
J0811+0146,2023-10-21,uid://A001/X1590/X2b37
J1517-2422,2018-03-30,uid://A001/X88f/X126
MACJ1149+22-2877,2018-01-30,uid://A001/X87d/Xa98
Titan,2015-12-30,uid://A001/X121/X1a7
G14-1,2021-01-25,uid://A001/X1465/X2faa
J1058+0133,2020-08-28,uid://A001/X133d/X220f
J2258-2758,2022-07-20,uid://A001/X14c3/X66d
J1924-2914,2020-07-29,uid://A001/X133d/X2232
J2057-0719,2023-04-11,uid://A001/X133d/X221f
J1603-4904,2022-11-08,uid://A001/X133d/X355b
J2226+0052,2019-04-13,uid://A001/X1296/X9ac
J2253+1608,2019-11-23,uid://A001/X133d/X2229
J0831+0429,2019-04-04,uid://A001/X12d1/X18a
