ALMA_source_name,Band,PWV,SB_name,Vel.res.,Ang.res.,RA,Dec,FOV,Int.Time,Cont_sens_mJybeam,Line_sens_10kms_mJybeam,Obs.date,Bandwidth,Freq,Freq.sup.,antenna_arrays,proposal_id,member_ous_uid,group_ous_uid
PJ065-26,6,2.514112,PJ065-26_a_06_TE,2190.393579908461,0.6751837832791048,65.40854166669054,-26.95433333333828,0.0062833453720352,967.68,0.0471621269467201,1.3744178789176322,2017-05-23,1875000000.0,266.2793972216991,"[247.63..249.51GHz,1938.48kHz,1.4mJy/beam@10km/s,95.2uJy/beam@native, XX YY] U [249.51..251.38GHz,1938.48kHz,1.4mJy/beam@10km/s,93.1uJy/beam@native, XX YY] U [263.65..265.53GHz,1938.48kHz,1.4mJy/beam@10km/s,94.5uJy/beam@native, XX YY] U [265.34..267.22GHz,1938.48kHz,1.4mJy/beam@10km/s,94.6uJy/beam@native, XX YY]",A001:DA59 A002:DA49 A003:DV23 A004:DA41 A005:DA54 A006:DA61 A008:DV08 A009:DV18 A010:DV25 A011:DV09 A013:DA48 A014:DV22 A015:DV04 A017:DV12 A018:DA52 A019:DA64 A020:DV03 A021:DA58 A023:DA51 A025:DA57 A027:DV07 A029:DV10 A030:DA65 A031:DV17 A033:DV20 A034:DA46 A035:DA62 A036:DV16 A037:DV19 A038:DA50 A042:DV01 A046:DA53 A047:DA55 A048:DV15 A049:DV11 A050:DV24 A052:DA47 A060:DA60 A061:DA62 A062:DA56 A063:DA44 A064:DV13 A065:DV06 A067:DA42 A068:DA45 A069:DV14 A070:DV21 A071:DA43 A072:DV05 A073:DA54 A074:DA48 A075:DV24 A076:DA52 A077:DA58 A078:DV12 A080:DV23 T701:PM03 T702:PM02 T703:PM04,2015.1.01115.S,uid://A001/X2fb/X3e4,uid://A001/X2fb/X3e3
